Seq,DateListed,身分,區域別,性別,總計,阿美族,泰雅族,排灣族,布農族,魯凱族,卑南族,鄒族,賽夏族,雅美族,邵族,噶瑪蘭族,太魯閣族,撒奇萊雅族,賽德克族,拉阿魯哇族,卡那卡那富族,尚未申報
1,20210830,不分平地山地,新北市,男,26661,16169,3361,2128,1744,250,627,89,226,43,20,147,919,37,145,8,0,748
2,20210830,不分平地山地,新北市,女,31000,17827,4360,2555,2087,322,766,146,339,61,26,157,1286,20,201,6,0,841
61,20210830,不分平地山地,臺北市,男,7256,3546,1233,758,462,108,227,65,89,18,7,23,375,12,94,0,1,238
62,20210830,不分平地山地,臺北市,女,9788,4506,1774,976,654,142,281,106,104,35,17,23,571,19,155,1,1,423
87,20210830,不分平地山地,桃園市,男,37509,18319,10362,2907,2104,250,619,101,514,50,15,99,1189,80,229,0,2,669
88,20210830,不分平地山地,桃園市,女,40999,19137,11399,3480,2740,292,657,118,645,84,20,82,1334,57,303,1,4,646
115,20210830,不分平地山地,臺中市,男,16673,5224,4368,3175,2053,201,350,115,100,37,69,18,333,8,424,6,8,184
116,20210830,不分平地山地,臺中市,女,19573,5654,5088,3705,2754,247,428,175,128,58,102,37,445,6,516,8,15,207
175,20210830,不分平地山地,臺南市,男,3621,1157,288,1117,500,96,162,47,13,10,6,7,129,4,33,3,2,47
176,20210830,不分平地山地,臺南市,女,4945,1570,428,1479,686,142,214,61,21,9,10,8,188,4,51,1,4,69
251,20210830,不分平地山地,高雄市,男,16932,4784,621,4114,4609,1300,393,251,26,21,8,17,332,5,69,179,170,33
252,20210830,不分平地山地,高雄市,女,19119,5450,862,5148,4619,1354,464,322,49,25,10,19,345,7,111,165,143,26
331,20210830,不分平地山地,宜蘭縣,男,8683,1043,6844,129,115,30,46,14,13,2,2,8,211,6,19,1,1,199
332,20210830,不分平地山地,宜蘭縣,女,9094,1318,6654,228,214,28,69,16,23,4,2,9,322,2,28,0,1,176
357,20210830,不分平地山地,新竹縣,男,10824,922,8261,265,165,39,72,18,783,11,5,3,101,5,37,0,0,137
358,20210830,不分平地山地,新竹縣,女,11207,1133,8103,369,290,33,79,28,798,12,4,5,173,7,51,0,1,121
385,20210830,不分平地山地,苗栗縣,男,5551,646,3118,188,146,13,44,5,1234,9,4,5,60,0,28,2,0,49
386,20210830,不分平地山地,苗栗縣,女,5852,847,3115,248,247,15,57,19,1091,8,7,9,91,1,33,1,0,63
423,20210830,不分平地山地,彰化縣,男,2652,1005,183,640,465,59,72,21,14,9,15,14,67,0,52,0,1,35
424,20210830,不分平地山地,彰化縣,女,3423,1224,346,799,582,78,134,29,16,6,11,10,79,0,58,2,7,42
477,20210830,不分平地山地,南投縣,男,14768,446,2862,213,7183,34,29,114,18,2,231,0,54,1,3568,7,0,6
478,20210830,不分平地山地,南投縣,女,14721,621,3028,335,6885,46,51,141,25,2,206,3,81,2,3285,3,4,3
505,20210830,不分平地山地,雲林縣,男,1080,429,117,193,152,29,24,15,11,6,0,2,65,0,15,0,0,22
506,20210830,不分平地山地,雲林縣,女,1612,663,206,277,212,34,49,34,11,3,0,1,68,2,18,2,0,32
547,20210830,不分平地山地,嘉義縣,男,2782,247,74,141,146,10,30,2039,14,0,6,3,19,0,13,2,0,38
548,20210830,不分平地山地,嘉義縣,女,3137,404,135,201,187,20,42,1996,19,1,12,2,48,1,25,2,1,41
585,20210830,不分平地山地,屏東縣,男,29919,1081,185,24721,314,3001,102,34,8,4,2,2,88,2,20,10,5,340
586,20210830,不分平地山地,屏東縣,女,30755,1388,322,24706,522,3141,148,38,22,9,2,9,117,5,28,13,5,280
653,20210830,不分平地山地,臺東縣,男,40072,18365,216,8635,4268,1066,3953,11,27,2130,0,58,85,4,19,1,2,1232
654,20210830,不分平地山地,臺東縣,女,38288,17499,318,8287,4187,1028,3797,30,31,2074,3,59,148,5,20,1,2,799
687,20210830,不分平地山地,花蓮縣,男,47059,26740,1186,398,4255,27,238,10,34,10,0,356,11626,339,480,1,0,1359
688,20210830,不分平地山地,花蓮縣,女,46403,26393,1542,550,4056,60,295,21,36,17,0,318,11514,370,466,3,0,762
715,20210830,不分平地山地,澎湖縣,男,321,128,45,77,23,6,10,2,2,0,0,0,14,0,9,0,3,2
716,20210830,不分平地山地,澎湖縣,女,330,129,46,74,37,5,14,5,2,1,0,0,8,0,8,0,1,0
729,20210830,不分平地山地,基隆市,男,4607,3740,281,136,114,10,42,8,9,3,1,7,99,3,24,0,0,130
730,20210830,不分平地山地,基隆市,女,4921,3847,410,166,141,10,58,20,9,7,1,8,122,4,19,0,0,99
745,20210830,不分平地山地,新竹市,男,1874,789,495,154,88,15,41,5,119,2,3,1,91,0,17,0,0,54
746,20210830,不分平地山地,新竹市,女,2552,905,843,220,113,25,57,15,165,9,2,2,111,2,22,0,0,61
753,20210830,不分平地山地,嘉義市,男,500,112,26,49,64,9,19,182,6,0,0,0,13,3,11,0,0,6
754,20210830,不分平地山地,嘉義市,女,679,159,63,98,78,12,23,206,2,0,1,6,15,3,8,0,0,5
761,20210830,不分平地山地,金門縣,男,587,281,64,84,58,13,7,11,3,0,0,1,39,0,6,0,1,19
762,20210830,不分平地山地,金門縣,女,577,289,70,79,63,10,9,8,15,0,2,1,22,0,5,0,0,4
775,20210830,不分平地山地,連江縣,男,163,71,22,21,18,2,3,2,2,0,0,1,18,0,2,0,0,1
776,20210830,不分平地山地,連江縣,女,100,50,11,14,5,0,1,1,1,2,0,0,13,0,2,0,0,0
787,20210830,平地原住民,新北市,男,18639,16120,41,790,16,95,621,0,149,0,20,147,3,37,2,0,0,598
788,20210830,平地原住民,新北市,女,20774,17767,100,906,43,125,755,0,222,1,26,157,10,20,0,0,0,642
847,20210830,平地原住民,臺北市,男,4343,3529,30,254,2,26,227,0,57,0,7,23,2,12,0,0,0,174
848,20210830,平地原住民,臺北市,女,5569,4488,28,320,5,28,281,0,62,0,17,23,5,19,1,0,0,292
873,20210830,平地原住民,桃園市,男,21053,18240,147,910,13,101,608,0,377,0,15,99,5,80,1,0,0,457
874,20210830,平地原住民,桃園市,女,22120,19026,217,1039,25,111,640,1,481,0,20,82,7,57,0,0,0,414
901,20210830,平地原住民,臺中市,男,7016,5185,46,1036,28,89,343,0,89,0,68,18,4,8,0,0,0,102
902,20210830,平地原住民,臺中市,女,7698,5583,62,1133,31,113,424,0,105,0,101,36,3,6,1,0,0,100
961,20210830,平地原住民,臺南市,男,1641,1145,6,258,11,10,161,0,8,0,6,7,1,4,0,0,0,24
962,20210830,平地原住民,臺南市,女,2225,1550,4,343,11,24,213,0,16,0,10,8,1,4,0,0,0,41
1037,20210830,平地原住民,高雄市,男,6313,4727,10,1029,13,65,391,5,20,0,8,17,1,5,0,0,0,22
1038,20210830,平地原住民,高雄市,女,7239,5368,19,1221,24,52,459,1,36,1,10,19,4,7,0,0,0,18
1117,20210830,平地原住民,宜蘭縣,男,1220,1032,14,59,0,12,46,0,5,0,2,8,1,6,0,0,0,35
1118,20210830,平地原住民,宜蘭縣,女,1562,1307,13,95,0,12,66,0,17,0,1,9,1,2,0,0,0,39
1143,20210830,平地原住民,新竹縣,男,1389,915,151,59,1,14,72,0,138,0,5,3,1,5,0,0,0,25
1144,20210830,平地原住民,新竹縣,女,1670,1105,153,106,6,12,76,0,170,0,4,5,0,7,0,0,0,26
1171,20210830,平地原住民,苗栗縣,男,2260,645,302,29,1,1,40,0,1203,0,4,5,0,0,0,0,0,30
1172,20210830,平地原住民,苗栗縣,女,2318,839,278,49,5,2,56,3,1036,0,7,9,1,1,0,0,0,32
1209,20210830,平地原住民,彰化縣,男,1332,989,4,182,4,21,72,0,8,0,15,14,0,0,0,0,0,23
1210,20210830,平地原住民,彰化縣,女,1654,1203,14,209,6,31,133,1,12,0,10,10,1,0,0,0,0,24
1263,20210830,平地原住民,南投縣,男,771,445,4,40,4,3,28,0,9,0,231,0,3,1,0,0,0,3
1264,20210830,平地原住民,南投縣,女,990,613,14,69,13,6,50,0,13,0,205,3,1,2,0,0,0,1
1291,20210830,平地原住民,雲林縣,男,535,424,3,54,0,5,24,0,7,0,0,2,1,0,1,0,0,14
1292,20210830,平地原住民,雲林縣,女,820,658,5,70,0,3,48,0,11,0,0,1,0,2,2,0,0,20
1333,20210830,平地原住民,嘉義縣,男,354,245,4,35,0,4,30,0,10,0,6,3,0,0,0,0,0,17
1334,20210830,平地原住民,嘉義縣,女,551,404,12,44,0,6,40,3,15,0,11,2,1,1,0,0,0,12
1371,20210830,平地原住民,屏東縣,男,2245,953,6,1119,0,38,101,0,1,0,1,2,0,2,0,0,0,22
1372,20210830,平地原住民,屏東縣,女,2578,1241,9,1080,4,51,145,0,9,0,2,9,0,5,0,0,0,23
1439,20210830,平地原住民,臺東縣,男,28593,18341,10,4372,16,795,3945,1,20,0,0,58,1,4,0,0,0,1030
1440,20210830,平地原住民,臺東縣,女,26996,17449,17,4187,29,742,3784,1,20,1,3,59,2,5,1,0,0,696
1473,20210830,平地原住民,花蓮縣,男,28674,26704,16,132,19,13,235,0,20,3,0,356,40,338,2,0,0,796
1474,20210830,平地原住民,花蓮縣,女,28119,26337,34,188,36,28,289,1,29,0,0,317,46,369,0,0,0,445
1501,20210830,平地原住民,澎湖縣,男,157,128,0,18,0,0,10,0,1,0,0,0,0,0,0,0,0,0
1502,20210830,平地原住民,澎湖縣,女,177,129,1,31,0,0,14,0,1,1,0,0,0,0,0,0,0,0
1515,20210830,平地原住民,基隆市,男,3968,3726,6,51,1,0,42,0,4,0,1,7,0,3,3,0,0,124
1516,20210830,平地原住民,基隆市,女,4051,3825,10,49,0,1,58,0,6,1,1,8,0,4,2,0,0,86
1531,20210830,平地原住民,新竹市,男,1003,788,18,40,0,7,41,0,67,0,3,1,1,0,0,0,0,37
1532,20210830,平地原住民,新竹市,女,1190,901,41,60,1,6,57,0,84,1,2,2,2,2,0,0,0,31
1539,20210830,平地原住民,嘉義市,男,153,111,0,8,0,5,19,0,2,0,0,0,0,3,0,0,0,5
1540,20210830,平地原住民,嘉義市,女,230,159,0,28,0,7,23,0,1,0,1,6,0,3,0,0,0,2
1547,20210830,平地原住民,金門縣,男,314,278,1,6,0,4,7,0,3,0,0,1,0,0,0,0,0,14
1548,20210830,平地原住民,金門縣,女,335,288,3,12,0,4,9,0,14,0,2,1,0,0,0,0,0,2
1561,20210830,平地原住民,連江縣,男,84,71,0,6,0,0,3,0,2,0,0,1,0,0,0,0,0,1
1562,20210830,平地原住民,連江縣,女,57,50,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1573,20210830,山地原住民,新北市,男,8022,49,3320,1338,1728,155,6,89,77,43,0,0,916,0,143,8,0,150
1574,20210830,山地原住民,新北市,女,10226,60,4260,1649,2044,197,11,146,117,60,0,0,1276,0,201,6,0,199
1633,20210830,山地原住民,臺北市,男,2913,17,1203,504,460,82,0,65,32,18,0,0,373,0,94,0,1,64
1634,20210830,山地原住民,臺北市,女,4219,18,1746,656,649,114,0,106,42,35,0,0,566,0,154,1,1,131
1659,20210830,山地原住民,桃園市,男,16456,79,10215,1997,2091,149,11,101,137,50,0,0,1184,0,228,0,2,212
1660,20210830,山地原住民,桃園市,女,18879,111,11182,2441,2715,181,17,117,164,84,0,0,1327,0,303,1,4,232
1687,20210830,山地原住民,臺中市,男,9657,39,4322,2139,2025,112,7,115,11,37,1,0,329,0,424,6,8,82
1688,20210830,山地原住民,臺中市,女,11875,71,5026,2572,2723,134,4,175,23,58,1,1,442,0,515,8,15,107
1747,20210830,山地原住民,臺南市,男,1980,12,282,859,489,86,1,47,5,10,0,0,128,0,33,3,2,23
1748,20210830,山地原住民,臺南市,女,2720,20,424,1136,675,118,1,61,5,9,0,0,187,0,51,1,4,28
1823,20210830,山地原住民,高雄市,男,10619,57,611,3085,4596,1235,2,246,6,21,0,0,331,0,69,179,170,11
1824,20210830,山地原住民,高雄市,女,11880,82,843,3927,4595,1302,5,321,13,24,0,0,341,0,111,165,143,8
1903,20210830,山地原住民,宜蘭縣,男,7463,11,6830,70,115,18,0,14,8,2,0,0,210,0,19,1,1,164
1904,20210830,山地原住民,宜蘭縣,女,7532,11,6641,133,214,16,3,16,6,4,1,0,321,0,28,0,1,137
1929,20210830,山地原住民,新竹縣,男,9435,7,8110,206,164,25,0,18,645,11,0,0,100,0,37,0,0,112
1930,20210830,山地原住民,新竹縣,女,9537,28,7950,263,284,21,3,28,628,12,0,0,173,0,51,0,1,95
1957,20210830,山地原住民,苗栗縣,男,3291,1,2816,159,145,12,4,5,31,9,0,0,60,0,28,2,0,19
1958,20210830,山地原住民,苗栗縣,女,3534,8,2837,199,242,13,1,16,55,8,0,0,90,0,33,1,0,31
1995,20210830,山地原住民,彰化縣,男,1320,16,179,458,461,38,0,21,6,9,0,0,67,0,52,0,1,12
1996,20210830,山地原住民,彰化縣,女,1769,21,332,590,576,47,1,28,4,6,1,0,78,0,58,2,7,18
2049,20210830,山地原住民,南投縣,男,13997,1,2858,173,7179,31,1,114,9,2,0,0,51,0,3568,7,0,3
2050,20210830,山地原住民,南投縣,女,13731,8,3014,266,6872,40,1,141,12,2,1,0,80,0,3285,3,4,2
2077,20210830,山地原住民,雲林縣,男,545,5,114,139,152,24,0,15,4,6,0,0,64,0,14,0,0,8
2078,20210830,山地原住民,雲林縣,女,792,5,201,207,212,31,1,34,0,3,0,0,68,0,16,2,0,12
2119,20210830,山地原住民,嘉義縣,男,2428,2,70,106,146,6,0,2039,4,0,0,0,19,0,13,2,0,21
2120,20210830,山地原住民,嘉義縣,女,2586,0,123,157,187,14,2,1993,4,1,1,0,47,0,25,2,1,29
2157,20210830,山地原住民,屏東縣,男,27674,128,179,23602,314,2963,1,34,7,4,1,0,88,0,20,10,5,318
2158,20210830,山地原住民,屏東縣,女,28177,147,313,23626,518,3090,3,38,13,9,0,0,117,0,28,13,5,257
2225,20210830,山地原住民,臺東縣,男,11479,24,206,4263,4252,271,8,10,7,2130,0,0,84,0,19,1,2,202
2226,20210830,山地原住民,臺東縣,女,11292,50,301,4100,4158,286,13,29,11,2073,0,0,146,0,19,1,2,103
2259,20210830,山地原住民,花蓮縣,男,18385,36,1170,266,4236,14,3,10,14,7,0,0,11586,1,478,1,0,563
2260,20210830,山地原住民,花蓮縣,女,18284,56,1508,362,4020,32,6,20,7,17,0,1,11468,1,466,3,0,317
2287,20210830,山地原住民,澎湖縣,男,164,0,45,59,23,6,0,2,1,0,0,0,14,0,9,0,3,2
2288,20210830,山地原住民,澎湖縣,女,153,0,45,43,37,5,0,5,1,0,0,0,8,0,8,0,1,0
2301,20210830,山地原住民,基隆市,男,639,14,275,85,113,10,0,8,5,3,0,0,99,0,21,0,0,6
2302,20210830,山地原住民,基隆市,女,870,22,400,117,141,9,0,20,3,6,0,0,122,0,17,0,0,13
2317,20210830,山地原住民,新竹市,男,871,1,477,114,88,8,0,5,52,2,0,0,90,0,17,0,0,17
2318,20210830,山地原住民,新竹市,女,1362,4,802,160,112,19,0,15,81,8,0,0,109,0,22,0,0,30
2325,20210830,山地原住民,嘉義市,男,347,1,26,41,64,4,0,182,4,0,0,0,13,0,11,0,0,1
2326,20210830,山地原住民,嘉義市,女,449,0,63,70,78,5,0,206,1,0,0,0,15,0,8,0,0,3
2333,20210830,山地原住民,金門縣,男,273,3,63,78,58,9,0,11,0,0,0,0,39,0,6,0,1,5
2334,20210830,山地原住民,金門縣,女,242,1,67,67,63,6,0,8,1,0,0,0,22,0,5,0,0,2
2347,20210830,山地原住民,連江縣,男,79,0,22,15,18,2,0,2,0,0,0,0,18,0,2,0,0,0
2348,20210830,山地原住民,連江縣,女,43,0,11,8,5,0,0,1,1,2,0,0,13,0,2,0,0,0
2357,20210924,不分平地山地,新北市,男,26632,16146,3364,2129,1741,249,626,90,227,44,19,147,920,37,144,8,0,741
2358,20210924,不分平地山地,新北市,女,30991,17824,4363,2554,2085,323,767,145,344,61,26,157,1282,21,198,7,0,834
2417,20210924,不分平地山地,臺北市,男,7273,3559,1230,760,467,108,226,65,89,19,7,23,374,14,96,0,1,235
2418,20210924,不分平地山地,臺北市,女,9782,4507,1772,973,654,142,279,108,101,37,17,24,572,19,154,1,1,421
2443,20210924,不分平地山地,桃園市,男,37636,18372,10396,2921,2114,253,626,101,515,50,15,98,1186,80,238,0,2,669
2444,20210924,不分平地山地,桃園市,女,41165,19210,11435,3498,2759,296,663,119,650,85,20,82,1339,58,304,1,4,642
2471,20210924,不分平地山地,臺中市,男,16724,5240,4375,3190,2064,199,351,115,99,37,69,18,337,8,425,6,8,183
2472,20210924,不分平地山地,臺中市,女,19586,5656,5087,3705,2763,248,426,177,127,57,102,37,449,6,516,8,15,207
2531,20210924,不分平地山地,臺南市,男,3619,1158,285,1116,499,97,162,47,14,10,6,7,130,4,32,3,2,47
2532,20210924,不分平地山地,臺南市,女,4962,1579,428,1477,687,143,216,62,22,11,10,8,187,5,52,1,4,70
2607,20210924,不分平地山地,高雄市,男,16955,4794,626,4117,4609,1297,397,252,26,21,8,17,331,5,69,179,173,34
2608,20210924,不分平地山地,高雄市,女,19150,5464,863,5163,4619,1349,467,317,49,24,10,19,348,7,111,169,143,28
2687,20210924,不分平地山地,宜蘭縣,男,8695,1045,6854,132,116,30,45,14,13,1,2,8,211,6,19,1,1,197
2688,20210924,不分平地山地,宜蘭縣,女,9081,1317,6648,231,210,28,69,16,23,4,2,9,320,2,28,0,1,173
2713,20210924,不分平地山地,新竹縣,男,10793,920,8246,262,162,40,72,18,783,11,6,3,97,5,32,0,0,136
2714,20210924,不分平地山地,新竹縣,女,11195,1137,8100,366,290,33,77,28,797,12,4,5,167,7,50,0,1,121
2741,20210924,不分平地山地,苗栗縣,男,5559,654,3121,189,145,13,44,5,1233,9,4,5,57,0,29,2,0,49
2742,20210924,不分平地山地,苗栗縣,女,5842,839,3116,254,247,15,55,19,1090,8,7,9,89,1,33,1,0,59
2779,20210924,不分平地山地,彰化縣,男,2662,1008,184,642,464,59,71,21,14,9,15,14,71,0,54,0,1,35
2780,20210924,不分平地山地,彰化縣,女,3434,1226,348,803,583,78,134,30,16,6,11,10,81,0,58,2,7,41
2833,20210924,不分平地山地,南投縣,男,14765,445,2864,214,7176,34,31,113,18,3,229,2,55,1,3566,8,0,6
2834,20210924,不分平地山地,南投縣,女,14737,622,3037,337,6886,46,51,141,26,3,206,4,80,2,3286,3,4,3
2861,20210924,不分平地山地,雲林縣,男,1073,422,114,197,153,30,21,15,11,6,0,2,65,0,15,0,0,22
2862,20210924,不分平地山地,雲林縣,女,1614,663,207,277,212,34,48,34,11,3,0,1,69,2,19,2,0,32
2903,20210924,不分平地山地,嘉義縣,男,2788,249,74,142,147,10,30,2041,14,0,6,2,20,0,13,2,0,38
2904,20210924,不分平地山地,嘉義縣,女,3126,400,135,200,186,20,42,1993,19,1,12,1,48,1,25,2,1,40
2941,20210924,不分平地山地,屏東縣,男,29948,1085,189,24743,317,3001,103,33,8,4,2,2,87,2,19,10,4,339
2942,20210924,不分平地山地,屏東縣,女,30760,1392,320,24711,523,3141,148,38,22,9,2,9,116,5,28,13,5,278
3009,20210924,不分平地山地,臺東縣,男,40055,18360,214,8629,4264,1068,3954,11,26,2129,0,58,86,4,19,1,2,1230
3010,20210924,不分平地山地,臺東縣,女,38284,17508,316,8283,4187,1027,3798,30,31,2075,3,59,145,5,20,1,2,794
3043,20210924,不分平地山地,花蓮縣,男,47055,26724,1181,399,4264,26,240,10,34,10,0,355,11637,339,481,1,0,1354
3044,20210924,不分平地山地,花蓮縣,女,46406,26353,1545,550,4056,60,297,22,38,18,0,316,11554,368,470,3,0,756
3071,20210924,不分平地山地,澎湖縣,男,315,128,45,73,23,6,10,2,2,0,0,0,12,0,9,0,3,2
3072,20210924,不分平地山地,澎湖縣,女,331,129,47,73,39,5,14,5,2,1,0,0,8,0,7,0,1,0
3085,20210924,不分平地山地,基隆市,男,4612,3743,282,135,114,10,44,9,8,3,1,7,100,3,24,0,0,129
3086,20210924,不分平地山地,基隆市,女,4927,3855,411,165,141,9,57,20,9,7,1,8,122,4,19,0,0,99
3101,20210924,不分平地山地,新竹市,男,1884,795,500,156,87,15,43,5,117,1,3,2,90,0,17,0,0,53
3102,20210924,不分平地山地,新竹市,女,2557,908,845,221,112,25,59,15,164,8,2,2,111,2,22,0,0,61
3109,20210924,不分平地山地,嘉義市,男,500,113,26,47,64,9,19,182,6,0,0,1,13,3,11,0,0,6
3110,20210924,不分平地山地,嘉義市,女,683,159,65,98,78,12,23,207,2,0,1,7,15,3,8,0,0,5
3117,20210924,不分平地山地,金門縣,男,588,282,63,83,59,13,7,11,3,0,0,1,40,0,6,0,1,19
3118,20210924,不分平地山地,金門縣,女,586,295,70,79,63,12,9,8,15,0,2,1,23,0,5,0,0,4
3131,20210924,不分平地山地,連江縣,男,161,71,22,19,18,2,2,2,2,0,0,1,19,0,2,0,0,1
3132,20210924,不分平地山地,連江縣,女,99,49,10,14,6,0,1,1,1,2,0,0,13,0,2,0,0,0
3143,20210924,平地原住民,新北市,男,18618,16099,42,796,16,95,620,0,150,0,19,147,3,37,2,0,0,592
3144,20210924,平地原住民,新北市,女,20767,17764,101,906,43,126,756,0,222,1,26,157,10,21,0,0,0,634
3203,20210924,平地原住民,臺北市,男,4351,3542,27,253,2,26,226,0,57,0,7,23,2,14,0,0,0,172
3204,20210924,平地原住民,臺北市,女,5568,4488,28,321,3,28,279,0,62,0,17,24,5,19,1,0,0,293
3229,20210924,平地原住民,桃園市,男,21117,18291,145,914,13,104,615,0,378,0,15,98,6,80,1,0,0,457
3230,20210924,平地原住民,桃園市,女,22211,19097,218,1046,25,111,646,1,486,0,20,82,8,58,0,0,0,413
3257,20210924,平地原住民,臺中市,男,7039,5201,48,1043,28,88,344,0,88,0,68,18,4,8,0,0,0,101
3258,20210924,平地原住民,臺中市,女,7699,5585,62,1133,31,114,422,0,104,0,101,36,3,6,1,0,0,101
3317,20210924,平地原住民,臺南市,男,1641,1146,6,257,11,10,161,0,9,0,6,7,1,4,0,0,0,23
3318,20210924,平地原住民,臺南市,女,2236,1559,4,340,11,24,215,0,17,0,10,8,1,5,0,0,0,42
3393,20210924,平地原住民,高雄市,男,6333,4737,10,1034,13,65,395,5,20,0,8,17,1,5,0,0,0,23
3394,20210924,平地原住民,高雄市,女,7263,5383,19,1226,24,52,462,1,36,1,10,19,4,7,0,0,0,19
3473,20210924,平地原住民,宜蘭縣,男,1222,1034,14,61,0,11,45,0,5,0,2,8,1,6,0,0,0,35
3474,20210924,平地原住民,宜蘭縣,女,1565,1306,13,99,0,12,66,0,17,0,1,9,1,2,0,0,0,39
3499,20210924,平地原住民,新竹縣,男,1388,913,151,58,1,15,72,0,138,0,6,3,1,5,0,0,0,25
3500,20210924,平地原住民,新竹縣,女,1673,1111,151,105,7,12,74,0,171,0,4,5,0,7,0,0,0,26
3527,20210924,平地原住民,苗栗縣,男,2268,653,303,29,1,1,40,0,1202,0,4,5,0,0,0,0,0,30
3528,20210924,平地原住民,苗栗縣,女,2309,831,278,53,5,2,54,3,1035,0,7,9,1,1,0,0,0,30
3565,20210924,平地原住民,彰化縣,男,1336,992,4,184,4,21,71,0,8,0,15,14,0,0,0,0,0,23
3566,20210924,平地原住民,彰化縣,女,1656,1205,14,209,6,31,133,1,12,0,10,10,1,0,0,0,0,24
3619,20210924,平地原住民,南投縣,男,773,445,4,40,4,3,30,0,9,0,229,2,3,1,0,0,0,3
3620,20210924,平地原住民,南投縣,女,994,614,14,69,14,6,50,0,14,0,205,4,1,2,0,0,0,1
3647,20210924,平地原住民,雲林縣,男,526,417,3,54,0,6,21,0,7,0,0,2,1,0,1,0,0,14
3648,20210924,平地原住民,雲林縣,女,818,658,5,69,0,3,47,0,11,0,0,1,0,2,2,0,0,20
3689,20210924,平地原住民,嘉義縣,男,355,247,4,35,0,4,30,0,10,0,6,2,0,0,0,0,0,17
3690,20210924,平地原住民,嘉義縣,女,545,400,12,43,0,6,40,3,15,0,11,1,1,1,0,0,0,12
3727,20210924,平地原住民,屏東縣,男,2247,956,6,1119,0,36,102,0,1,0,1,2,0,2,0,0,0,22
3728,20210924,平地原住民,屏東縣,女,2585,1246,9,1081,4,52,145,0,9,0,2,9,0,5,0,0,0,23
3795,20210924,平地原住民,臺東縣,男,28579,18336,10,4365,16,796,3946,1,19,0,0,58,1,4,0,0,0,1027
3796,20210924,平地原住民,臺東縣,女,27001,17458,18,4186,29,741,3785,1,20,1,3,59,2,5,1,0,0,692
3829,20210924,平地原住民,花蓮縣,男,28658,26688,16,132,19,13,237,0,20,3,0,355,40,338,2,0,0,795
3830,20210924,平地原住民,花蓮縣,女,28074,26297,33,188,36,28,291,1,31,1,0,315,45,367,0,0,0,441
3857,20210924,平地原住民,澎湖縣,男,157,128,0,18,0,0,10,0,1,0,0,0,0,0,0,0,0,0
3858,20210924,平地原住民,澎湖縣,女,176,129,1,30,0,0,14,0,1,1,0,0,0,0,0,0,0,0
3871,20210924,平地原住民,基隆市,男,3970,3729,6,49,1,0,44,0,4,0,1,7,0,3,3,0,0,123
3872,20210924,平地原住民,基隆市,女,4058,3833,10,49,0,1,57,0,6,1,1,8,0,4,2,0,0,86
3887,20210924,平地原住民,新竹市,男,1010,794,18,40,0,7,43,0,65,0,3,2,1,0,0,0,0,37
3888,20210924,平地原住民,新竹市,女,1192,904,40,60,1,6,59,0,82,1,2,2,2,2,0,0,0,31
3895,20210924,平地原住民,嘉義市,男,155,112,0,8,0,5,19,0,2,0,0,1,0,3,0,0,0,5
3896,20210924,平地原住民,嘉義市,女,231,159,0,28,0,7,23,0,1,0,1,7,0,3,0,0,0,2
3903,20210924,平地原住民,金門縣,男,315,279,1,6,0,4,7,0,3,0,0,1,0,0,0,0,0,14
3904,20210924,平地原住民,金門縣,女,341,294,3,12,0,4,9,0,14,0,2,1,0,0,0,0,0,2
3917,20210924,平地原住民,連江縣,男,83,71,0,6,0,0,2,0,2,0,0,1,0,0,0,0,0,1
3918,20210924,平地原住民,連江縣,女,56,49,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3929,20210924,山地原住民,新北市,男,8014,47,3322,1333,1725,154,6,90,77,44,0,0,917,0,142,8,0,149
3930,20210924,山地原住民,新北市,女,10224,60,4262,1648,2042,197,11,145,122,60,0,0,1272,0,198,7,0,200
3989,20210924,山地原住民,臺北市,男,2922,17,1203,507,465,82,0,65,32,19,0,0,372,0,96,0,1,63
3990,20210924,山地原住民,臺北市,女,4214,19,1744,652,651,114,0,108,39,37,0,0,567,0,153,1,1,128
4015,20210924,山地原住民,桃園市,男,16519,81,10251,2007,2101,149,11,101,137,50,0,0,1180,0,237,0,2,212
4016,20210924,山地原住民,桃園市,女,18954,113,11217,2452,2734,185,17,118,164,85,0,0,1331,0,304,1,4,229
4043,20210924,山地原住民,臺中市,男,9685,39,4327,2147,2036,111,7,115,11,37,1,0,333,0,425,6,8,82
4044,20210924,山地原住民,臺中市,女,11887,71,5025,2572,2732,134,4,177,23,57,1,1,446,0,515,8,15,106
4103,20210924,山地原住民,臺南市,男,1978,12,279,859,488,87,1,47,5,10,0,0,129,0,32,3,2,24
4104,20210924,山地原住民,臺南市,女,2726,20,424,1137,676,119,1,62,5,11,0,0,186,0,52,1,4,28
4179,20210924,山地原住民,高雄市,男,10622,57,616,3083,4596,1232,2,247,6,21,0,0,330,0,69,179,173,11
4180,20210924,山地原住民,高雄市,女,11887,81,844,3937,4595,1297,5,316,13,23,0,0,344,0,111,169,143,9
4259,20210924,山地原住民,宜蘭縣,男,7473,11,6840,71,116,19,0,14,8,1,0,0,210,0,19,1,1,162
4260,20210924,山地原住民,宜蘭縣,女,7516,11,6635,132,210,16,3,16,6,4,1,0,319,0,28,0,1,134
