Seq,DateListed,身分,區域別,性別,總計,阿美族,泰雅族,排灣族,布農族,魯凱族,卑南族,鄒族,賽夏族,雅美族,邵族,噶瑪蘭族,太魯閣族,撒奇萊雅族,賽德克族,拉阿魯哇族,卡那卡那富族,尚未申報
40139,20230112,不分平地山地,桃園市,男,38293,18764,10509,2984,2152,250,644,103,525,49,16,106,1224,85,251,0,1,630
40140,20230112,不分平地山地,桃園市,女,41910,19626,11586,3595,2799,299,677,115,670,72,20,83,1390,61,315,1,4,597
40167,20230112,不分平地山地,臺中市,男,17018,5339,4443,3213,2132,203,371,119,102,41,68,19,339,9,434,5,11,170
40168,20230112,不分平地山地,臺中市,女,19944,5800,5172,3747,2818,245,436,185,134,56,106,38,477,7,520,8,11,184
40227,20230112,不分平地山地,臺南市,男,3742,1219,291,1147,504,96,170,44,14,12,6,9,150,5,32,2,0,41
40228,20230112,不分平地山地,臺南市,女,5112,1644,456,1499,708,138,221,67,24,12,10,10,186,6,57,2,5,67
40303,20230112,不分平地山地,高雄市,男,17170,4846,642,4146,4674,1299,408,257,27,20,7,21,339,5,77,192,179,31
40304,20230112,不分平地山地,高雄市,女,19437,5531,893,5185,4708,1367,495,317,53,28,9,20,350,7,120,174,153,27
40383,20230112,不分平地山地,宜蘭縣,男,8790,1072,6964,135,123,27,42,14,13,0,2,9,237,5,24,1,1,121
40384,20230112,不分平地山地,宜蘭縣,女,9253,1378,6790,232,225,27,73,17,25,4,2,13,344,3,31,1,1,87
40409,20230112,不分平地山地,新竹縣,男,10926,976,8306,268,167,42,73,16,778,9,5,3,112,7,36,0,0,128
40410,20230112,不分平地山地,新竹縣,女,11269,1183,8127,375,282,37,75,24,799,13,4,6,168,8,50,0,2,116
40437,20230112,不分平地山地,苗栗縣,男,5624,702,3128,199,160,11,46,6,1214,8,4,5,57,0,30,2,0,52
40438,20230112,不分平地山地,苗栗縣,女,5896,877,3149,258,247,15,53,20,1062,12,7,10,89,1,39,1,0,56
40475,20230112,不分平地山地,彰化縣,男,2741,1050,190,657,477,57,80,22,13,6,14,14,71,0,55,0,1,34
40476,20230112,不分平地山地,彰化縣,女,3533,1284,358,802,600,72,144,32,19,5,11,11,89,0,58,2,7,39
40529,20230112,不分平地山地,南投縣,男,14735,454,2835,215,7139,35,29,114,18,2,230,2,64,1,3582,8,0,7
40530,20230112,不分平地山地,南投縣,女,14731,642,2997,335,6856,49,53,149,25,3,201,4,86,3,3315,4,4,5
40557,20230112,不分平地山地,雲林縣,男,1111,446,112,208,151,30,22,13,12,6,2,2,67,1,16,0,0,23
40558,20230112,不分平地山地,雲林縣,女,1653,675,203,300,215,36,41,32,12,3,1,3,71,3,26,2,0,30
40599,20230112,不分平地山地,嘉義縣,男,2819,266,82,143,156,8,29,2033,16,0,5,2,27,0,14,2,0,36
40600,20230112,不分平地山地,嘉義縣,女,3186,415,143,221,197,18,47,1994,20,1,13,2,47,1,25,2,1,39
40637,20230112,不分平地山地,屏東縣,男,30119,1126,204,24833,327,3013,100,31,8,4,2,2,102,2,24,9,6,326
40638,20230112,不分平地山地,屏東縣,女,30988,1451,330,24845,529,3151,152,36,24,12,2,10,132,5,31,14,5,259
40705,20230112,不分平地山地,臺東縣,男,39950,18194,233,8674,4286,1060,3974,18,31,2131,0,58,92,6,17,1,3,1172
40706,20230112,不分平地山地,臺東縣,女,38426,17512,335,8330,4243,1042,3807,34,32,2104,1,55,141,4,23,1,4,758
40739,20230112,不分平地山地,花蓮縣,男,46973,26560,1185,423,4283,33,260,9,34,11,0,359,11712,329,499,1,0,1275
40740,20230112,不分平地山地,花蓮縣,女,46491,26293,1538,572,4117,62,302,21,44,18,0,315,11656,369,463,3,0,718
40767,20230112,不分平地山地,澎湖縣,男,330,132,48,73,32,6,11,1,3,1,0,0,11,0,9,1,2,0
40768,20230112,不分平地山地,澎湖縣,女,359,142,52,79,43,5,14,5,1,1,0,0,9,0,7,0,1,0
40781,20230112,不分平地山地,基隆市,男,4579,3709,291,140,116,13,45,9,8,7,1,6,96,3,21,0,0,114
40782,20230112,不分平地山地,基隆市,女,4870,3813,398,162,146,9,63,20,10,7,1,8,118,4,19,0,0,92
40797,20230112,不分平地山地,新竹市,男,1898,803,504,153,87,18,43,5,118,2,4,2,89,0,18,0,0,52
40798,20230112,不分平地山地,新竹市,女,2595,929,858,222,115,29,62,18,157,5,3,2,112,5,25,0,0,53
40805,20230112,不分平地山地,嘉義市,男,512,113,28,59,66,13,19,174,5,0,0,1,11,3,14,0,0,6
40806,20230112,不分平地山地,嘉義市,女,718,173,68,99,78,14,29,213,3,0,1,5,17,3,12,0,0,3
40813,20230112,不分平地山地,金門縣,男,624,299,60,89,65,13,6,12,6,0,0,1,44,0,7,0,3,19
40814,20230112,不分平地山地,金門縣,女,612,304,73,86,67,12,10,6,13,0,2,2,24,0,7,0,2,4
40827,20230112,不分平地山地,連江縣,男,174,69,25,31,18,4,2,2,2,0,0,1,16,0,3,0,0,1
40828,20230112,不分平地山地,連江縣,女,130,59,17,20,7,1,1,2,1,2,0,0,17,0,2,0,0,1
40839,20230112,平地原住民,新北市,男,18624,16110,46,811,15,95,638,0,149,0,23,135,3,42,2,0,0,555
40840,20230112,平地原住民,新北市,女,20808,17784,101,928,44,125,788,0,221,1,27,162,9,21,0,0,0,597
40899,20230112,平地原住民,臺北市,男,4341,3536,27,257,2,26,221,0,57,0,8,25,1,13,0,0,0,168
40900,20230112,平地原住民,臺北市,女,5559,4507,27,319,2,27,278,0,61,0,18,24,3,22,0,0,0,271
40925,20230112,平地原住民,桃園市,男,21524,18675,148,924,14,102,634,0,380,0,16,106,6,85,1,0,0,433
40926,20230112,平地原住民,桃園市,女,22643,19513,218,1058,24,118,658,1,497,0,20,83,8,61,0,0,0,384
40953,20230112,平地原住民,臺中市,男,7164,5298,50,1049,29,89,365,0,89,0,67,19,4,9,0,0,0,96
40954,20230112,平地原住民,臺中市,女,7882,5727,67,1160,32,114,433,0,108,0,105,37,3,7,1,0,0,88
41013,20230112,平地原住民,臺南市,男,1716,1209,4,267,8,10,168,0,8,0,6,9,1,5,0,0,0,21
41014,20230112,平地原住民,臺南市,女,2319,1623,4,357,9,22,220,0,17,0,10,10,1,6,0,0,0,40
41089,20230112,平地原住民,高雄市,男,6394,4792,12,1024,12,66,406,6,20,0,7,21,1,5,0,0,0,22
41090,20230112,平地原住民,高雄市,女,7358,5446,18,1238,17,49,490,1,39,1,9,20,4,7,0,0,0,19
41169,20230112,平地原住民,宜蘭縣,男,1227,1060,16,59,0,11,42,0,5,0,2,9,1,5,0,0,0,17
41170,20230112,平地原住民,宜蘭縣,女,1616,1367,14,95,0,12,70,0,19,0,1,13,1,3,0,0,0,21
41195,20230112,平地原住民,新竹縣,男,1439,969,145,59,0,17,73,0,138,0,5,3,1,7,0,0,0,22
41196,20230112,平地原住民,新竹縣,女,1726,1155,143,111,6,15,73,0,176,2,4,6,0,8,0,0,0,27
41223,20230112,平地原住民,苗栗縣,男,2301,701,300,31,1,2,42,0,1183,0,4,5,0,0,0,0,0,32
41224,20230112,平地原住民,苗栗縣,女,2311,870,275,51,5,3,52,2,1007,0,7,10,1,1,0,0,0,27
41261,20230112,平地原住民,彰化縣,男,1378,1033,2,184,4,18,80,0,8,0,14,14,0,0,0,0,0,21
41262,20230112,平地原住民,彰化縣,女,1717,1259,14,207,6,27,144,1,14,0,10,11,1,0,0,0,0,23
41315,20230112,平地原住民,南投縣,男,783,454,4,40,4,4,27,0,10,0,230,2,3,1,0,0,0,4
41316,20230112,平地原住民,南投縣,女,1016,635,13,70,15,7,52,0,14,0,200,4,1,3,0,0,0,2
41343,20230112,平地原住民,雲林縣,男,559,441,5,56,0,6,22,0,8,0,2,2,0,1,1,0,0,15
41344,20230112,平地原住民,雲林縣,女,838,670,8,77,0,2,40,0,12,0,1,3,0,3,3,0,0,19
41385,20230112,平地原住民,嘉義縣,男,372,264,4,34,0,3,29,0,12,0,5,2,1,0,0,0,0,18
41386,20230112,平地原住民,嘉義縣,女,573,415,12,48,0,6,45,3,16,0,13,2,1,1,0,0,0,11
41423,20230112,平地原住民,屏東縣,男,2311,998,6,1147,0,33,99,0,1,0,1,2,0,2,0,0,0,22
41424,20230112,平地原住民,屏東縣,女,2653,1301,8,1091,3,54,148,0,11,0,2,10,0,5,0,0,0,20
41491,20230112,平地原住民,臺東縣,男,28390,18170,10,4371,16,791,3967,1,22,0,0,58,0,6,0,0,0,978
41492,20230112,平地原住民,臺東縣,女,26990,17456,19,4200,29,749,3795,0,21,0,1,55,2,4,1,0,1,657
41525,20230112,平地原住民,花蓮縣,男,28473,26523,15,139,20,15,257,0,20,3,0,359,41,328,2,0,0,751
41526,20230112,平地原住民,花蓮縣,女,28011,26235,35,192,36,28,295,1,34,1,0,314,46,368,0,0,0,426
41553,20230112,平地原住民,澎湖縣,男,165,132,0,17,1,2,11,0,2,0,0,0,0,0,0,0,0,0
41554,20230112,平地原住民,澎湖縣,女,186,142,1,28,0,0,14,0,0,1,0,0,0,0,0,0,0,0
41567,20230112,平地原住民,基隆市,男,3923,3697,7,49,1,0,45,0,4,0,1,6,0,3,3,0,0,107
41568,20230112,平地原住民,基隆市,女,4015,3791,11,47,0,0,63,0,7,1,1,8,0,4,2,0,0,80
41583,20230112,平地原住民,新竹市,男,1026,802,18,42,0,7,43,0,69,0,4,2,1,0,0,0,0,38
41584,20230112,平地原住民,新竹市,女,1221,926,41,61,1,7,62,0,84,0,3,2,2,5,0,0,0,27
41591,20230112,平地原住民,嘉義市,男,158,112,2,8,0,7,19,0,1,0,0,1,0,3,0,0,0,5
41592,20230112,平地原住民,嘉義市,女,251,173,1,27,0,8,29,0,2,0,1,5,0,3,0,0,0,2
41599,20230112,平地原住民,金門縣,男,334,296,1,6,0,5,6,0,6,0,0,1,0,0,0,0,0,13
41600,20230112,平地原住民,金門縣,女,353,303,4,15,0,2,10,0,12,0,2,2,0,0,0,0,0,3
41613,20230112,平地原住民,連江縣,男,83,69,0,7,0,1,2,0,2,0,0,1,0,0,0,0,0,1
41614,20230112,平地原住民,連江縣,女,66,59,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0
41625,20230112,山地原住民,新北市,男,8113,46,3416,1332,1708,151,6,92,80,36,0,0,956,0,145,9,0,136
41626,20230112,山地原住民,新北市,女,10361,59,4371,1674,2033,186,13,151,116,53,0,0,1300,0,210,8,0,187
41685,20230112,山地原住民,臺北市,男,2924,17,1202,508,461,85,0,69,35,20,0,0,369,0,98,0,1,59
41686,20230112,山地原住民,臺北市,女,4154,20,1703,652,635,118,0,111,43,36,0,0,558,0,159,1,1,117
41711,20230112,山地原住民,桃園市,男,16769,89,10361,2060,2138,148,10,103,145,49,0,0,1218,0,250,0,1,197
41712,20230112,山地原住民,桃園市,女,19267,113,11368,2537,2775,181,19,114,173,72,0,0,1382,0,315,1,4,213
41739,20230112,山地原住民,臺中市,男,9854,41,4393,2164,2103,114,6,119,13,41,1,0,335,0,434,5,11,74
41740,20230112,山地原住民,臺中市,女,12062,73,5105,2587,2786,131,3,185,26,56,1,1,474,0,519,8,11,96
41799,20230112,山地原住民,臺南市,男,2026,10,287,880,496,86,2,44,6,12,0,0,149,0,32,2,0,20
41800,20230112,山地原住民,臺南市,女,2793,21,452,1142,699,116,1,67,7,12,0,0,185,0,57,2,5,27
41875,20230112,山地原住民,高雄市,男,10776,54,630,3122,4662,1233,2,251,7,20,0,0,338,0,77,192,179,9
41876,20230112,山地原住民,高雄市,女,12079,85,875,3947,4691,1318,5,316,14,27,0,0,346,0,120,174,153,8
41955,20230112,山地原住民,宜蘭縣,男,7563,12,6948,76,123,16,0,14,8,0,0,0,236,0,24,1,1,104
41956,20230112,山地原住民,宜蘭縣,女,7637,11,6776,137,225,15,3,17,6,4,1,0,343,0,31,1,1,66
41981,20230112,山地原住民,新竹縣,男,9487,7,8161,209,167,25,0,16,640,9,0,0,111,0,36,0,0,106
41982,20230112,山地原住民,新竹縣,女,9543,28,7984,264,276,22,2,24,623,11,0,0,168,0,50,0,2,89
42009,20230112,山地原住民,苗栗縣,男,3323,1,2828,168,159,9,4,6,31,8,0,0,57,0,30,2,0,20
42010,20230112,山地原住民,苗栗縣,女,3585,7,2874,207,242,12,1,18,55,12,0,0,88,0,39,1,0,29
42047,20230112,山地原住民,彰化縣,男,1363,17,188,473,473,39,0,22,5,6,0,0,71,0,55,0,1,13
42048,20230112,山地原住民,彰化縣,女,1816,25,344,595,594,45,0,31,5,5,1,0,88,0,58,2,7,16
42101,20230112,山地原住民,南投縣,男,13952,0,2831,175,7135,31,2,114,8,2,0,0,61,0,3582,8,0,3
42102,20230112,山地原住民,南投縣,女,13715,7,2984,265,6841,42,1,149,11,3,1,0,85,0,3315,4,4,3
42129,20230112,山地原住民,雲林縣,男,552,5,107,152,151,24,0,13,4,6,0,0,67,0,15,0,0,8
42130,20230112,山地原住民,雲林縣,女,815,5,195,223,215,34,1,32,0,3,0,0,71,0,23,2,0,11
42171,20230112,山地原住民,嘉義縣,男,2447,2,78,109,156,5,0,2033,4,0,0,0,26,0,14,2,0,18
42172,20230112,山地原住民,嘉義縣,女,2613,0,131,173,197,12,2,1991,4,1,0,0,46,0,25,2,1,28
42209,20230112,山地原住民,屏東縣,男,27808,128,198,23686,327,2980,1,31,7,4,1,0,102,0,24,9,6,304
42210,20230112,山地原住民,屏東縣,女,28335,150,322,23754,526,3097,4,36,13,12,0,0,132,0,31,14,5,239
42277,20230112,山地原住民,臺東縣,男,11560,24,223,4303,4270,269,7,17,9,2131,0,0,92,0,17,1,3,194
42278,20230112,山地原住民,臺東縣,女,11436,56,316,4130,4214,293,12,34,11,2104,0,0,139,0,22,1,3,101
42311,20230112,山地原住民,花蓮縣,男,18500,37,1170,284,4263,18,3,9,14,8,0,0,11671,1,497,1,0,524
42312,20230112,山地原住民,花蓮縣,女,18480,58,1503,380,4081,34,7,20,10,17,0,1,11610,1,463,3,0,292
42339,20230112,山地原住民,澎湖縣,男,165,0,48,56,31,4,0,1,1,1,0,0,11,0,9,1,2,0
42340,20230112,山地原住民,澎湖縣,女,173,0,51,51,43,5,0,5,1,0,0,0,9,0,7,0,1,0
42353,20230112,山地原住民,基隆市,男,656,12,284,91,115,13,0,9,4,7,0,0,96,0,18,0,0,7
42354,20230112,山地原住民,基隆市,女,855,22,387,115,146,9,0,20,3,6,0,0,118,0,17,0,0,12
42369,20230112,山地原住民,新竹市,男,872,1,486,111,87,11,0,5,49,2,0,0,88,0,18,0,0,14
42370,20230112,山地原住民,新竹市,女,1374,3,817,161,114,22,0,18,73,5,0,0,110,0,25,0,0,26
42377,20230112,山地原住民,嘉義市,男,354,1,26,51,66,6,0,174,4,0,0,0,11,0,14,0,0,1
42378,20230112,山地原住民,嘉義市,女,467,0,67,72,78,6,0,213,1,0,0,0,17,0,12,0,0,1
42385,20230112,山地原住民,金門縣,男,290,3,59,83,65,8,0,12,0,0,0,0,44,0,7,0,3,6
42386,20230112,山地原住民,金門縣,女,259,1,69,71,67,10,0,6,1,0,0,0,24,0,7,0,2,1
42399,20230112,山地原住民,連江縣,男,91,0,25,24,18,3,0,2,0,0,0,0,16,0,3,0,0,0
42400,20230112,山地原住民,連江縣,女,64,0,17,14,7,1,0,2,1,2,0,0,17,0,2,0,0,1
42409,20230213,不分平地山地,新北市,男,26778,16176,3464,2149,1727,248,648,94,228,35,23,136,957,43,148,9,0,693
42410,20230213,不分平地山地,新北市,女,31193,17849,4479,2605,2079,312,800,152,336,52,29,163,1311,21,211,8,0,786
42469,20230213,不分平地山地,臺北市,男,7260,3554,1222,764,468,110,222,69,92,20,8,24,370,13,98,0,1,225
42470,20230213,不分平地山地,臺北市,女,9730,4537,1731,977,642,145,277,111,102,35,19,24,557,22,161,1,1,388
42495,20230213,不分平地山地,桃園市,男,38374,18800,10529,2996,2152,252,644,102,527,55,16,106,1233,84,251,0,1,626
42496,20230213,不分平地山地,桃園市,女,41985,19639,11611,3609,2808,299,678,114,673,79,18,84,1395,61,312,1,4,600
42523,20230213,不分平地山地,臺中市,男,17037,5352,4447,3215,2134,203,371,119,102,40,68,19,339,9,435,5,10,169
42524,20230213,不分平地山地,臺中市,女,19985,5812,5183,3750,2822,247,438,184,136,56,106,38,478,7,524,8,11,185
42583,20230213,不分平地山地,臺南市,男,3758,1225,290,1153,503,98,173,45,14,12,6,9,150,5,32,2,0,41
42584,20230213,不分平地山地,臺南市,女,5122,1652,457,1502,705,136,222,69,24,12,10,10,187,6,56,2,5,67
42659,20230213,不分平地山地,高雄市,男,17212,4869,643,4159,4673,1300,410,258,28,20,7,20,338,5,79,192,180,31
42660,20230213,不分平地山地,高雄市,女,19462,5539,898,5195,4708,1364,493,316,53,29,9,19,351,8,120,175,154,31
42739,20230213,不分平地山地,宜蘭縣,男,8791,1074,6958,136,123,27,42,14,13,0,2,9,241,5,24,1,1,121
42740,20230213,不分平地山地,宜蘭縣,女,9272,1386,6800,230,224,27,73,17,25,4,2,13,346,3,33,1,1,87
42765,20230213,不分平地山地,新竹縣,男,10921,980,8296,270,167,44,73,16,775,9,5,3,115,7,36,0,0,125
42766,20230213,不分平地山地,新竹縣,女,11287,1187,8136,377,283,38,75,24,799,13,4,6,171,8,49,0,2,115
42793,20230213,不分平地山地,苗栗縣,男,5627,703,3130,201,159,9,47,6,1213,8,4,5,58,0,30,2,0,52
42794,20230213,不分平地山地,苗栗縣,女,5885,873,3146,258,246,13,53,20,1060,12,7,10,90,1,40,1,0,55
42831,20230213,不分平地山地,彰化縣,男,2739,1049,190,655,477,56,81,22,13,6,16,14,69,0,56,0,1,34
42832,20230213,不分平地山地,彰化縣,女,3531,1282,357,803,598,73,144,32,19,5,12,11,91,0,56,2,7,39
42885,20230213,不分平地山地,南投縣,男,14732,455,2839,220,7127,35,29,114,18,2,230,2,64,1,3581,8,0,7
42886,20230213,不分平地山地,南投縣,女,14735,641,3000,334,6853,50,53,149,25,3,201,4,87,3,3318,4,4,6
42913,20230213,不分平地山地,雲林縣,男,1110,448,111,209,150,30,22,13,12,6,0,2,67,1,16,0,0,23
42914,20230213,不分平地山地,雲林縣,女,1654,679,202,299,216,36,40,32,12,4,0,3,70,3,26,2,0,30
42955,20230213,不分平地山地,嘉義縣,男,2817,267,82,142,156,8,29,2031,16,0,5,2,27,0,14,2,0,36
42956,20230213,不分平地山地,嘉義縣,女,3193,420,140,222,197,18,48,1996,20,1,13,2,47,1,25,2,1,40
42993,20230213,不分平地山地,屏東縣,男,30112,1129,206,24816,330,3016,99,31,8,4,2,2,102,2,24,9,6,326
42994,20230213,不分平地山地,屏東縣,女,31018,1452,333,24871,527,3157,152,36,24,12,2,10,132,5,31,14,5,255
43061,20230213,不分平地山地,臺東縣,男,39925,18177,234,8675,4286,1061,3968,18,31,2130,0,58,93,6,18,1,3,1166
43062,20230213,不分平地山地,臺東縣,女,38411,17499,337,8323,4248,1040,3817,34,32,2100,1,55,140,4,23,1,4,753
43095,20230213,不分平地山地,花蓮縣,男,46989,26553,1192,431,4292,33,260,9,34,11,0,360,11713,328,500,1,0,1272
43096,20230213,不分平地山地,花蓮縣,女,46490,26297,1541,576,4114,64,302,21,44,18,0,316,11651,368,462,3,0,713
43123,20230213,不分平地山地,澎湖縣,男,326,131,47,72,32,5,11,1,3,1,0,0,11,0,9,1,2,0
43124,20230213,不分平地山地,澎湖縣,女,357,142,52,79,43,5,13,5,1,1,0,0,8,0,7,0,1,0
43137,20230213,不分平地山地,基隆市,男,4588,3713,292,140,116,13,45,9,8,7,1,6,100,3,21,0,0,114
43138,20230213,不分平地山地,基隆市,女,4866,3816,395,160,145,9,61,20,10,7,1,8,120,4,19,0,0,91
43153,20230213,不分平地山地,新竹市,男,1901,800,505,156,89,18,43,5,119,2,4,2,89,0,18,0,0,51
43154,20230213,不分平地山地,新竹市,女,2601,931,856,225,117,29,62,18,158,5,3,2,112,5,25,0,0,53
43161,20230213,不分平地山地,嘉義市,男,512,113,28,59,66,13,19,173,5,0,0,1,12,3,14,0,0,6
43162,20230213,不分平地山地,嘉義市,女,722,176,67,101,77,14,29,213,3,0,1,5,17,3,12,0,0,4
43169,20230213,不分平地山地,金門縣,男,623,298,61,90,63,12,6,12,6,0,0,1,44,0,7,0,3,20
43170,20230213,不分平地山地,金門縣,女,622,311,77,85,67,12,10,6,13,0,2,2,24,0,7,0,2,4
43183,20230213,不分平地山地,連江縣,男,173,69,25,31,18,4,2,2,2,0,0,1,15,0,3,0,0,1
43184,20230213,不分平地山地,連江縣,女,130,59,17,20,7,1,1,2,1,2,0,0,17,0,2,0,0,1
43195,20230213,平地原住民,新北市,男,18653,16130,46,814,15,95,642,0,148,0,23,136,3,43,2,0,0,556
43196,20230213,平地原住民,新北市,女,20817,17790,100,927,44,127,787,0,221,1,29,163,9,21,0,0,0,598
43255,20230213,平地原住民,臺北市,男,4340,3537,27,255,2,27,222,0,57,0,8,24,1,13,0,0,0,167
43256,20230213,平地原住民,臺北市,女,5573,4517,27,323,2,27,277,0,61,0,19,24,3,22,0,0,0,271
43281,20230213,平地原住民,桃園市,男,21561,18711,145,928,13,103,634,0,381,0,16,106,6,84,3,0,0,431
43282,20230213,平地原住民,桃園市,女,22667,19526,219,1062,24,118,659,1,500,0,18,84,8,61,0,0,0,387
43309,20230213,平地原住民,臺中市,男,7182,5311,50,1055,29,89,365,0,89,0,67,19,4,9,0,0,0,95
43310,20230213,平地原住民,臺中市,女,7905,5739,67,1168,32,114,435,0,109,0,105,37,3,7,1,0,0,88
43369,20230213,平地原住民,臺南市,男,1726,1215,4,267,8,10,171,0,8,0,6,9,1,5,0,0,0,22
43370,20230213,平地原住民,臺南市,女,2327,1631,4,356,9,22,221,0,17,0,10,10,1,6,0,0,0,40
43445,20230213,平地原住民,高雄市,男,6419,4815,12,1025,12,66,408,6,20,0,7,20,1,5,0,0,0,22
43446,20230213,平地原住民,高雄市,女,7365,5454,18,1237,17,49,488,1,39,1,9,19,4,8,0,0,0,21
43525,20230213,平地原住民,宜蘭縣,男,1229,1062,16,59,0,11,42,0,5,0,2,9,1,5,0,0,0,17
43526,20230213,平地原住民,宜蘭縣,女,1624,1375,14,95,0,12,70,0,19,0,1,13,1,3,0,0,0,21
43551,20230213,平地原住民,新竹縣,男,1440,973,145,59,0,17,73,0,136,0,5,3,1,7,0,0,0,21
43552,20230213,平地原住民,新竹縣,女,1726,1159,143,111,6,15,73,0,173,2,4,6,0,8,0,0,0,26
43579,20230213,平地原住民,苗栗縣,男,2306,702,301,34,1,2,43,0,1182,0,4,5,0,0,0,0,0,32
43580,20230213,平地原住民,苗栗縣,女,2305,866,274,51,5,3,52,2,1006,0,7,10,1,1,0,0,0,27
43617,20230213,平地原住民,彰化縣,男,1377,1032,2,182,4,17,81,0,8,0,16,14,0,0,0,0,0,21
43618,20230213,平地原住民,彰化縣,女,1716,1257,14,207,6,27,144,1,14,0,11,11,1,0,0,0,0,23
43671,20230213,平地原住民,南投縣,男,785,455,4,41,4,4,27,0,10,0,230,2,3,1,0,0,0,4
43672,20230213,平地原住民,南投縣,女,1016,634,13,70,15,7,52,0,14,0,200,4,1,3,0,0,0,3
43699,20230213,平地原住民,雲林縣,男,561,443,5,58,0,6,22,0,8,0,0,2,0,1,1,0,0,15
43700,20230213,平地原住民,雲林縣,女,839,674,8,76,0,2,39,0,12,0,0,3,0,3,3,0,0,19
43741,20230213,平地原住民,嘉義縣,男,373,265,4,34,0,3,29,0,12,0,5,2,1,0,0,0,0,18
43742,20230213,平地原住民,嘉義縣,女,581,420,12,49,0,6,46,3,16,0,13,2,1,1,0,0,0,12
43779,20230213,平地原住民,屏東縣,男,2310,999,6,1145,1,33,98,0,1,0,1,2,0,2,0,0,0,22
43780,20230213,平地原住民,屏東縣,女,2653,1302,8,1091,3,53,148,0,11,0,2,10,0,5,0,0,0,20
43847,20230213,平地原住民,臺東縣,男,28367,18153,10,4372,16,795,3961,1,22,0,0,58,0,6,0,0,0,973
43848,20230213,平地原住民,臺東縣,女,26987,17443,19,4204,29,749,3805,0,21,0,1,55,2,4,1,0,1,653
43881,20230213,平地原住民,花蓮縣,男,28466,26516,15,140,20,15,257,0,20,3,0,360,41,327,2,0,0,750
43882,20230213,平地原住民,花蓮縣,女,28013,26237,35,194,35,29,295,1,34,1,0,315,46,367,0,0,0,424
43909,20230213,平地原住民,澎湖縣,男,163,131,0,17,1,1,11,0,2,0,0,0,0,0,0,0,0,0
43910,20230213,平地原住民,澎湖縣,女,184,142,1,27,0,0,13,0,0,1,0,0,0,0,0,0,0,0
43923,20230213,平地原住民,基隆市,男,3927,3701,7,49,1,0,45,0,4,0,1,6,0,3,3,0,0,107
43924,20230213,平地原住民,基隆市,女,4014,3794,11,46,0,0,61,0,7,1,1,8,0,4,2,0,0,79
43939,20230213,平地原住民,新竹市,男,1023,799,18,42,0,7,43,0,70,0,4,2,1,0,0,0,0,37
43940,20230213,平地原住民,新竹市,女,1223,928,41,61,1,7,62,0,84,0,3,2,2,5,0,0,0,27
43947,20230213,平地原住民,嘉義市,男,158,112,2,8,0,7,19,0,1,0,0,1,0,3,0,0,0,5
43948,20230213,平地原住民,嘉義市,女,255,176,1,27,0,8,29,0,2,0,1,5,0,3,0,0,0,3
43955,20230213,平地原住民,金門縣,男,332,295,1,6,0,4,6,0,6,0,0,1,0,0,0,0,0,13
43956,20230213,平地原住民,金門縣,女,359,310,4,14,0,2,10,0,12,0,2,2,0,0,0,0,0,3
43969,20230213,平地原住民,連江縣,男,83,69,0,7,0,1,2,0,2,0,0,1,0,0,0,0,0,1
43970,20230213,平地原住民,連江縣,女,66,59,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0
43981,20230213,山地原住民,新北市,男,8125,46,3418,1335,1712,153,6,94,80,35,0,0,954,0,146,9,0,137
43982,20230213,山地原住民,新北市,女,10376,59,4379,1678,2035,185,13,152,115,51,0,0,1302,0,211,8,0,188
44041,20230213,山地原住民,臺北市,男,2920,17,1195,509,466,83,0,69,35,20,0,0,369,0,98,0,1,58
44042,20230213,山地原住民,臺北市,女,4157,20,1704,654,640,118,0,111,41,35,0,0,554,0,161,1,1,117
44067,20230213,山地原住民,桃園市,男,16813,89,10384,2068,2139,149,10,102,146,55,0,0,1227,0,248,0,1,195
44068,20230213,山地原住民,桃園市,女,19318,113,11392,2547,2784,181,19,113,173,79,0,0,1387,0,312,1,4,213
44095,20230213,山地原住民,臺中市,男,9855,41,4397,2160,2105,114,6,119,13,40,1,0,335,0,435,5,10,74
44096,20230213,山地原住民,臺中市,女,12080,73,5116,2582,2790,133,3,184,27,56,1,1,475,0,523,8,11,97
44155,20230213,山地原住民,臺南市,男,2032,10,286,886,495,88,2,45,6,12,0,0,149,0,32,2,0,19
44156,20230213,山地原住民,臺南市,女,2795,21,453,1146,696,114,1,69,7,12,0,0,186,0,56,2,5,27
44231,20230213,山地原住民,高雄市,男,10793,54,631,3134,4661,1234,2,252,8,20,0,0,337,0,79,192,180,9
44232,20230213,山地原住民,高雄市,女,12097,85,880,3958,4691,1315,5,315,14,28,0,0,347,0,120,175,154,10
44311,20230213,山地原住民,宜蘭縣,男,7562,12,6942,77,123,16,0,14,8,0,0,0,240,0,24,1,1,104
44312,20230213,山地原住民,宜蘭縣,女,7648,11,6786,135,224,15,3,17,6,4,1,0,345,0,33,1,1,66
44337,20230213,山地原住民,新竹縣,男,9481,7,8151,211,167,27,0,16,639,9,0,0,114,0,36,0,0,104
44338,20230213,山地原住民,新竹縣,女,9561,28,7993,266,277,23,2,24,626,11,0,0,171,0,49,0,2,89
44365,20230213,山地原住民,苗栗縣,男,3321,1,2829,167,158,7,4,6,31,8,0,0,58,0,30,2,0,20
