Seq,DateListed,身分,區域別,性別,總計,阿美族,泰雅族,排灣族,布農族,魯凱族,卑南族,鄒族,賽夏族,雅美族,邵族,噶瑪蘭族,太魯閣族,撒奇萊雅族,賽德克族,拉阿魯哇族,卡那卡那富族,尚未申報
78333,20240520,不分平地山地,屏東縣,男,30293,1189,222,24879,364,3020,100,33,11,6,4,2,107,2,26,11,7,310
78334,20240520,不分平地山地,屏東縣,女,31265,1521,352,24965,552,3170,158,45,26,12,2,10,145,5,38,17,5,242
78401,20240520,不分平地山地,臺東縣,男,39911,18138,244,8739,4296,1057,3977,16,34,2136,0,67,104,8,22,1,2,1070
78402,20240520,不分平地山地,臺東縣,女,38506,17507,353,8339,4290,1051,3856,34,31,2098,1,56,152,5,26,1,3,703
78435,20240520,不分平地山地,花蓮縣,男,46937,26490,1193,442,4276,38,261,9,36,10,0,362,11797,327,493,1,0,1202
78436,20240520,不分平地山地,花蓮縣,女,46581,26314,1541,587,4133,63,320,26,40,18,0,323,11693,373,465,3,0,682
78463,20240520,不分平地山地,澎湖縣,男,360,148,53,80,31,6,11,1,3,1,0,0,13,0,10,0,3,0
78464,20240520,不分平地山地,澎湖縣,女,371,149,57,82,45,5,14,3,2,1,0,0,6,0,5,0,2,0
78477,20240520,不分平地山地,基隆市,男,4708,3797,306,146,130,11,47,9,9,5,1,6,106,3,18,0,0,114
78478,20240520,不分平地山地,基隆市,女,5040,3925,427,176,161,10,65,19,11,7,1,8,122,4,20,0,0,84
78493,20240520,不分平地山地,新竹市,男,2023,825,551,170,94,21,48,8,127,3,4,2,100,0,22,0,0,48
78494,20240520,不分平地山地,新竹市,女,2720,975,897,239,123,29,58,22,161,6,2,2,131,5,28,0,0,42
78501,20240520,不分平地山地,嘉義市,男,533,121,31,59,81,12,20,169,4,0,0,1,14,3,11,0,1,6
78502,20240520,不分平地山地,嘉義市,女,755,189,75,98,78,17,33,215,2,0,1,5,20,3,13,0,1,5
78509,20240520,不分平地山地,金門縣,男,647,302,71,101,70,12,4,11,5,0,1,1,41,0,8,0,3,17
78510,20240520,不分平地山地,金門縣,女,677,316,90,102,77,15,11,8,12,0,2,2,28,0,7,0,2,5
78523,20240520,不分平地山地,連江縣,男,171,68,26,29,19,4,2,3,2,0,0,0,13,0,4,0,0,1
78524,20240520,不分平地山地,連江縣,女,139,63,15,23,8,2,1,2,1,2,0,0,18,0,4,0,0,0
