"公司代號","公司簡稱","財務結構-負債佔資產比率(%)","財務結構-長期資金佔不動產、廠房及設備比率(%)","償債能力-流動比率(%)","償債能力-速動比率(%)","償債能力-利息保障倍數(%)","經營能力-應收款項週轉率(次)","經營能力-平均收現日數","經營能力-存貨週轉率(次)","經營能力-平均售貨日數","經營能力-不動產、廠房及設備週轉率(次)","經營能力-總資產週轉率(次)","獲利能力-資產報酬率(%)","獲利能力-權益報酬率(%)","獲利能力-稅前純益佔實收資本比率(%)","獲利能力-純益率(%)","獲利能力-每股盈餘(元)","現金流量-現金流量比率(%)","現金流量-現金流量允當比率(%)","現金流量-現金再投<br>資比率(%)"
"4916","事欣科",58.25,1403.12,147.29,65.99,4.23,4.96,73.58,2.18,167.43,16.70,0.85,4.37,7.41,12.93,3.58,1.21,0.00,14.91,0.00
"4919","新唐",52.33,449.05,219.87,138.70,14596.22,9.71,37.59,2.99,122.07,7.60,1.17,11.92,25.48,121.66,10.08,10.06,31.19,124.15,1.31
"4927","泰鼎-KY",59.88,111.82,110.85,67.73,6.84,3.53,103.39,3.27,111.62,1.37,0.74,5.06,11.36,49.78,5.89,4.60,22.99,54.13,4.56
"4930","燦星網",48.94,1206.18,332.52,299.18,6.07,9.21,39.63,6.39,57.12,9.87,0.60,5.10,8.67,81.42,7.11,3.20,9.87,117.93,-1.24
"4934","太極",26.33,332.25,269.68,192.44,-0.60,59.19,6.16,5.16,70.73,2.18,0.60,-0.49,-1.71,-1.63,-1.65,0.49,26.59,-4.77,2.67
"4935","茂林-KY",30.30,308.18,294.11,243.51,64.75,4.42,82.57,5.81,62.82,3.12,0.80,8.72,13.07,90.98,10.67,8.05,56.61,114.67,6.78
"4938","和碩",66.27,325.22,137.50,81.32,15.58,6.35,57.48,6.66,54.80,16.53,2.07,3.49,10.47,105.70,1.62,5.66,5.22,74.44,0.93
"4942","嘉彰",22.42,571.68,343.13,322.34,245.20,2.55,143.13,13.39,27.25,5.24,0.73,5.86,7.89,76.14,8.21,4.53,65.48,179.15,9.77
"4943","康控-KY",96.85,56.93,48.45,31.03,-1434.02,0.82,445.12,3.96,92.17,0.72,0.40,-27.68,-183.17,-81.80,-72.96,-8.23,-3.95,59.01,-2.04
"4949","有成精密",46.41,1762.56,202.34,81.20,21733.18,18.71,19.50,3.57,102.24,66.89,2.53,23.23,43.80,111.29,9.16,10.14,33.84,43.00,24.57
"4952","凌通",24.40,560.12,389.56,236.41,444.48,6.58,55.47,2.11,172.98,6.54,0.90,16.53,23.17,63.78,18.28,5.32,51.68,85.52,-8.65
"4956","光鋐",38.08,168.92,312.78,207.82,-7.35,1.61,226.70,2.60,140.38,0.83,0.39,-2.06,-3.77,-9.03,-6.05,-0.72,74.55,34.95,7.43
"4958","臻鼎-KY",42.87,157.85,148.59,118.13,27.02,5.06,72.13,7.03,51.92,1.84,0.80,9.96,16.67,247.81,11.98,15.02,61.04,82.79,18.60
"4960","誠美材",27.18,311.25,474.56,354.75,599.51,4.06,89.90,3.13,116.61,2.36,0.62,3.48,4.31,6.85,4.86,0.69,90.82,15.00,8.49
"4961","天鈺",16.94,1672.16,536.63,473.80,17059.18,5.12,71.28,4.10,89.02,22.89,0.79,13.22,19.67,212.09,16.61,16.49,138.64,168.59,11.24
"4967","十銓",52.78,667.44,193.26,62.53,3.43,11.78,30.98,2.56,142.57,24.77,1.67,0.15,0.02,2.41,0.01,0.01,40.80,48.55,31.53
"4968","立積",31.19,1414.60,400.68,271.82,1354.12,3.81,95.80,2.06,177.18,17.96,1.02,1.75,2.31,6.80,1.61,0.62,48.22,56.42,2.19
"4976","佳凌",17.88,306.22,722.32,547.37,-29.05,4.52,80.75,2.37,154.00,1.17,0.33,-3.54,-4.53,-10.14,-11.17,-0.93,14.75,35.58,0.77
"4977","眾達-KY",25.03,788.75,363.16,274.01,53.98,9.76,37.39,2.48,147.17,5.85,0.74,10.91,14.23,57.01,14.54,6.20,92.46,112.55,17.35
"4989","榮科",23.10,547.40,410.40,298.25,108.71,4.19,87.11,5.94,61.44,9.59,1.28,6.53,8.45,19.36,5.01,1.47,55.60,56.86,2.11
"4994","傳奇",31.63,54797.48,322.30,320.93,1379.88,8.75,41.71,"NA","NA",592.69,0.83,2.52,3.36,5.36,2.84,0.48,42.73,133.31,17.55
"4999","鑫禾",15.95,378.59,510.37,454.32,73.66,2.37,154.00,4.95,73.73,2.23,0.53,4.91,5.85,37.52,9.11,2.77,143.89,112.63,16.68
"5007","三星",17.20,253.75,479.06,302.04,1676.03,5.37,67.97,2.46,148.37,2.44,0.83,12.90,15.65,46.56,15.26,3.60,134.01,91.37,5.48
"5203","訊連",20.17,1062.90,291.73,288.89,269531.71,17.18,21.24,39.18,9.31,3.87,0.29,3.75,4.99,27.99,10.86,2.34,7.87,120.24,1.43
"5215","科嘉-KY",25.02,388.62,298.10,256.34,13371.03,2.31,158.00,5.22,69.92,2.83,0.53,6.24,8.43,66.58,11.62,4.62,72.73,111.46,8.56
"5222","全訊",16.30,489.14,552.84,368.94,12956.69,8.36,43.66,1.19,306.72,2.70,0.44,10.68,12.51,47.44,24.11,3.71,88.09,74.04,0.07
"5225","東科-KY",60.85,277.18,146.38,103.44,11.18,6.69,54.55,9.44,38.66,13.58,2.09,6.52,18.92,60.59,2.89,6.03,28.00,67.09,27.05
"5234","達興材料",34.46,210.63,242.71,207.57,95.72,3.24,112.65,7.33,49.79,2.44,0.85,9.40,14.16,47.23,10.95,4.15,66.08,105.47,3.74
"5243","乙盛-KY",42.61,169.66,168.42,123.35,28.35,5.09,71.70,6.79,53.75,3.85,1.27,7.52,12.46,63.07,5.71,4.75,32.07,91.16,10.69
"5244","弘凱",15.73,377.77,494.30,462.05,14387.68,2.59,140.92,7.97,45.79,2.17,0.50,9.68,12.12,30.04,18.96,2.58,74.13,121.00,-0.09
"5258","虹堡",53.61,950.19,182.36,104.30,4344.00,4.64,78.66,2.25,162.22,20.85,1.35,15.05,34.70,102.48,10.88,8.19,1.11,13.38,-0.59
"5269","祥碩",13.96,3082.98,236.15,156.50,328.08,7.66,47.65,1.97,185.27,13.19,0.29,14.69,16.57,419.52,49.87,37.86,81.12,104.20,4.33
"5283","禾聯碩",29.16,312.83,245.70,147.06,549.84,6.09,59.93,2.68,136.19,4.99,1.14,12.48,18.07,100.99,10.89,10.21,67.59,85.61,12.08
"5284","jpp-KY",44.03,151.69,122.59,90.10,16.54,2.77,131.76,3.34,109.28,1.21,0.54,7.78,13.00,63.61,13.59,5.45,15.80,55.35,3.17
"5285","界霖",43.67,308.33,367.15,193.92,18.47,5.39,67.71,3.38,107.98,4.25,1.13,7.92,13.46,51.73,6.64,4.08,57.14,58.20,2.97
"5288","豐祥-KY",42.33,231.46,169.83,127.14,22.56,6.12,59.64,5.04,72.42,3.95,1.12,13.64,24.16,170.81,11.65,14.29,38.35,56.86,12.11
"5292","華懋",59.31,267.92,140.64,113.34,4544.39,5.59,65.29,1.26,289.68,5.61,1.03,12.41,30.44,97.36,12.00,7.90,35.71,158.75,42.71
"5306","桂盟",39.54,257.69,192.00,144.46,10131.15,5.76,63.36,2.74,133.21,2.05,0.60,16.26,27.33,196.23,27.01,15.25,81.32,124.53,13.66
"5388","中磊",77.86,357.22,140.14,74.68,1430.00,7.59,48.08,3.60,101.38,13.87,1.64,5.21,21.15,89.23,2.96,7.57,12.85,30.48,13.46
"5434","崇越",55.59,415.79,145.54,107.93,80.87,6.16,59.25,8.98,40.64,11.74,1.59,11.33,24.46,233.45,7.02,16.61,22.50,95.14,9.65
"5469","瀚宇博",47.33,401.47,179.72,147.67,28.60,2.94,124.14,4.29,85.08,3.89,0.62,6.31,11.59,136.18,9.72,6.07,34.50,179.32,10.00
"5471","松翰",13.71,531.32,705.61,399.45,0.00,8.44,43.24,1.28,285.15,4.68,0.69,11.84,14.59,41.55,17.25,3.45,137.76,86.36,-14.80
"5484","慧友",27.96,486.35,207.35,139.15,-22.42,5.81,62.82,2.03,179.80,2.40,0.40,-9.27,-13.71,-12.25,-24.06,-1.26,-58.14,-368.96,-26.57
"5515","建國",39.12,4363.69,285.22,255.95,18.76,26.22,13.92,"NA","NA",64.43,0.63,2.40,3.90,8.60,3.63,0.72,-16.31,197.54,-12.15
"5519","隆大",58.00,16536.83,401.79,70.31,1163.37,33.64,10.85,0.09,4055.55,82.04,0.41,8.50,18.75,47.46,19.22,4.13,34.87,0.24,6.35
"5521","工信",27.86,1236.00,351.30,325.85,6.61,53.57,6.81,10.55,34.59,10.40,0.63,0.25,0.20,1.17,0.23,0.02,-12.15,117.39,-3.98
"5522","遠雄",53.12,36557.54,172.44,22.99,893.31,41.67,8.75,0.27,1351.85,231.41,0.28,5.76,12.29,88.90,20.71,7.04,1.43,82.91,-10.01
"5525","順天",71.42,1795.40,118.85,4.50,1570.86,36.34,10.04,0.31,1177.41,17.81,0.30,3.89,14.26,27.45,12.16,2.39,22.65,30.65,95.90
"5531","鄉林",72.67,199.92,129.40,26.10,-1.94,21.63,16.87,0.06,6083.33,0.12,0.03,-2.97,-14.20,-19.01,-122.97,-1.41,-8.39,12.01,-7.27
"5533","皇鼎",28.43,253.45,370.99,143.92,319.46,139.58,2.61,0.56,651.78,1.16,0.37,7.90,11.67,44.35,21.07,3.56,141.71,182.53,27.65
"5534","長虹",57.23,24449.05,173.59,13.17,15.92,41.89,8.71,0.12,3041.66,106.46,0.20,6.49,14.95,119.48,32.77,9.82,-3.96,0.10,-11.80
"5538","東明-KY",48.76,363.30,186.43,81.57,7.89,5.77,63.25,2.62,139.31,8.47,1.21,8.22,13.57,55.81,5.93,4.53,6.49,20.98,-2.78
"5546","永固-KY",59.22,975.52,126.00,117.43,2.35,1.32,276.51,58.67,6.22,11.20,0.61,1.56,1.96,10.56,1.36,0.66,10.05,-23.89,-1.70
"5607","遠雄港",63.24,333.21,49.41,48.45,11.67,12.79,28.53,"NA","NA",0.56,0.15,6.39,15.62,49.38,37.54,4.27,106.47,46.76,37.98
"5608","四維航",59.34,99.86,97.08,90.79,6.99,136.20,2.67,19.67,18.55,0.36,0.27,9.14,22.46,65.83,28.80,6.08,60.62,492.95,9.53
"5706","鳳凰",55.24,160.75,140.34,127.16,-2.22,5.18,70.46,"NA","NA",0.23,0.08,-0.91,-2.43,-4.17,-15.64,-0.43,7.50,43.32,1.42
"5871","中租-KY",82.88,601.80,126.62,124.74,3.88,"NA","NA","NA","NA",1.47,0.11,5.30,21.35,226.93,32.87,17.17,3.16,82.84,2.49
"5876","上海商銀",90.30,"NA","NA","NA","NA","NA","NA","NA","NA",2.10,0.02,0.86,8.78,47.79,42.82,3.33,"NA","NA","NA"
"5880","合庫金",95.07,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0.47,8.98,17.41,39.14,1.45,"NA","NA","NA"
"5906","台南-KY",59.15,1594.40,125.51,67.35,19.77,6.74,54.15,2.37,154.00,41.29,1.42,7.67,19.14,45.12,5.03,3.01,1.05,214.11,-11.51
"5907","大洋-KY",68.92,286.85,54.40,42.13,0.13,18.71,19.50,3.36,108.63,0.64,0.16,-1.20,-10.89,-31.39,-20.07,-4.26,-5.41,106.77,-1.23
"6005","群益證",75.75,1778.63,110.77,110.73,"NA","NA","NA","NA","NA","NA","NA",0.54,2.26,6.12,14.89,0.39,"NA",218.95,"NA"
"6024","群益期",86.00,18965.00,113.00,113.00,"NA","NA","NA","NA","NA","NA","NA",1.69,12.00,45.51,30.22,3.72,0.36,123.56,0.00
"6108","競國",58.70,183.15,132.90,118.06,1.43,3.01,121.26,6.56,55.64,3.11,0.77,1.29,0.97,2.11,0.50,0.22,34.69,132.45,14.49
"6112","邁達特",51.75,525.29,164.20,82.67,21.91,4.24,86.08,3.31,110.27,12.95,1.37,5.10,9.63,28.28,3.55,2.19,11.62,38.04,0.52
"6115","鎰勝",40.05,536.85,235.52,206.08,61.95,3.17,115.14,7.71,47.34,6.52,0.83,9.27,15.78,56.97,11.02,4.27,50.73,103.97,14.01
"6116","彩晶",16.30,298.50,241.19,214.22,-5867.83,8.34,43.76,10.06,36.28,1.03,0.29,-4.23,-5.13,-8.55,-14.76,-0.86,7.98,84.50,-1.94
"6117","迎廣",67.86,122.60,111.84,67.85,2.60,4.94,73.88,2.93,124.57,1.42,0.65,1.93,4.29,5.34,1.97,0.62,24.43,2.94,11.71
"6120","達運",48.70,253.09,246.69,222.11,9.56,4.78,76.35,10.83,33.70,2.33,0.76,0.85,1.36,5.85,0.87,0.19,-3.98,35.71,-0.70
"6128","上福",49.20,257.34,112.25,67.14,36.48,7.12,51.26,3.00,121.66,3.43,0.78,9.72,18.72,61.79,11.89,5.32,15.93,43.79,7.12
"6133","金橋",41.24,321.03,137.76,90.90,1223.25,3.32,109.93,3.19,114.42,3.38,0.66,4.72,7.45,9.36,6.56,0.78,0.50,-40.11,0.17
"6136","富爾特",3.70,2843.47,989.61,866.66,37578.54,4.13,88.37,5.69,64.14,4.83,0.16,3.15,3.26,8.45,19.30,0.83,202.40,62.07,-0.52
"6139","亞翔",73.86,1739.90,128.19,66.82,28.17,5.44,67.09,3.45,105.79,44.76,0.88,3.28,10.61,75.55,3.59,4.43,22.07,175.78,61.44
"6141","柏承",63.35,73.28,62.00,53.86,-1.41,2.57,142.02,7.43,49.12,0.76,0.45,-1.49,-6.12,-16.10,-5.32,-1.29,14.92,64.72,6.96
"6142","友勁",42.29,284.32,260.84,176.37,6.59,4.40,82.95,2.96,123.31,2.33,0.60,2.00,2.98,2.88,2.81,0.29,-21.18,-89.76,-6.84
"6152","百一",51.29,448.58,162.71,113.95,9.50,3.74,97.59,4.40,82.95,9.75,1.20,4.63,9.49,8.28,3.53,0.81,14.88,243.02,9.76
"6153","嘉聯益",40.37,136.70,169.01,133.67,4.90,3.95,92.40,8.27,44.13,0.97,0.55,2.03,2.96,8.87,3.02,0.80,47.88,51.85,9.23
"6155","鈞寶",34.27,508.45,204.13,175.83,3135.00,3.36,108.63,2.27,160.79,2.51,0.29,7.42,12.90,26.79,24.75,2.19,37.55,124.64,11.93
"6164","華興",30.65,253.73,238.51,192.07,14.49,2.78,131.29,2.83,128.97,1.70,0.50,3.75,5.37,6.44,7.03,0.62,3.41,164.46,0.94
"6165","浪凡",59.81,5371.11,120.08,116.80,15.48,14.01,26.05,5433.81,0.06,185.76,1.82,2.29,4.56,21.75,1.05,0.62,22.90,232.13,60.84
"6166","凌華",58.28,214.69,184.92,97.77,14.98,5.12,71.28,2.00,182.50,2.77,0.88,6.43,15.96,44.61,6.87,3.71,21.30,26.26,8.91
"6168","宏齊",17.50,615.20,393.68,324.69,329.40,4.57,79.86,3.99,91.47,4.31,0.57,9.16,11.56,22.76,16.09,1.82,89.13,100.50,4.15
"6176","瑞儀",48.32,1499.72,222.64,190.02,6185.74,4.77,76.51,12.95,28.18,22.94,0.88,10.28,20.80,272.40,11.46,14.47,40.18,187.30,14.13
"6177","達麗",80.11,747.95,130.50,5.24,384.81,101.11,3.60,0.21,1738.09,7.56,0.23,3.39,16.34,38.54,13.96,3.09,11.40,-55.23,12.22
"6183","關貿",27.75,359.13,262.00,254.50,582.09,3.99,91.47,0.01,36500.00,3.05,0.62,12.74,19.32,38.27,20.46,3.09,74.04,136.46,8.72
"6184","大豐電",43.37,223.19,81.55,77.78,17.68,21.44,17.02,75.56,4.83,1.00,0.26,7.10,11.79,39.60,25.62,3.48,36.32,149.91,20.61
"6189","豐藝",61.70,1699.32,159.54,109.31,10.69,4.81,75.88,7.05,51.77,71.36,1.95,6.61,16.83,54.27,3.16,4.08,10.19,25.52,1.11
"6191","精成科",46.68,362.10,191.76,154.02,62.56,2.89,126.29,4.47,81.65,3.94,0.72,7.59,14.59,74.46,10.37,5.24,46.74,132.00,12.93
"6192","巨路",38.55,594.34,243.03,152.37,3104.40,4.41,82.76,1.70,214.70,6.40,0.69,9.37,15.12,123.29,13.60,8.68,12.17,105.39,-0.15
"6196","帆宣",73.16,466.05,125.69,93.58,32.22,8.05,45.34,3.74,97.59,20.95,1.59,7.05,24.88,153.64,4.27,11.34,5.83,45.10,4.49
"6197","佳必琪",31.38,754.64,267.70,214.96,160.83,3.77,96.81,4.40,82.95,10.00,0.96,9.89,14.23,44.64,10.26,3.60,51.46,165.80,13.04
"6201","亞弘電",22.59,622.38,380.10,231.71,558.00,5.32,68.60,2.16,168.98,5.55,0.86,9.58,12.83,43.35,11.04,3.72,42.86,50.30,0.96
"6202","盛群",30.00,1151.00,345.00,222.00,674.00,6.65,54.88,2.19,166.66,13.91,0.78,15.00,22.00,62.00,19.00,4.89,35.00,88.00,-22.00
"6205","詮欣",24.74,490.39,287.14,239.41,237.12,3.45,105.79,4.77,76.51,3.89,0.60,10.33,13.52,50.79,17.19,4.06,39.85,75.29,4.31
"6206","飛捷",18.11,497.35,444.17,355.21,1084.06,5.63,64.83,3.04,120.06,5.45,0.91,16.43,20.94,84.41,18.40,7.29,132.73,103.56,14.68
"6209","今國光",29.46,248.42,284.77,201.87,6.70,3.51,103.98,4.04,90.34,2.28,0.78,1.54,2.02,2.38,1.81,0.37,60.70,45.75,5.48
"6213","聯茂",39.76,328.23,197.27,171.01,22.66,2.30,158.69,5.90,61.86,2.63,0.84,5.57,8.96,63.79,6.37,4.94,59.05,56.54,18.60
"6214","精誠",51.14,815.60,183.47,128.79,18.27,5.91,61.75,5.95,61.34,15.41,1.17,4.23,7.94,51.15,3.41,4.40,8.85,44.39,-1.06
"6215","和椿",22.21,655.25,384.32,271.09,206.74,3.71,98.38,2.72,134.19,7.34,0.90,10.69,14.54,34.17,11.83,2.58,118.85,175.75,16.95
"6216","居易",10.47,833.26,900.31,749.53,"*****",6.10,59.83,1.93,189.11,4.35,0.49,9.62,10.76,23.61,19.55,1.96,99.28,70.38,1.82
"6224","聚鼎",34.71,201.89,252.90,173.58,-1.18,3.89,93.83,2.45,148.97,1.94,0.58,2.74,3.29,-3.39,-3.61,1.05,15.28,52.59,-7.17
"6225","天瀚",11.13,39842.67,1246.07,1153.84,"NA",3.01,121.26,4.15,87.95,103.88,0.56,-6.47,-7.96,-1.42,-11.54,-0.14,0.00,0.00,0.00
"6226","光鼎",49.75,221.76,131.12,58.28,0.12,3.53,103.39,0.79,462.02,1.48,0.36,-0.15,0.65,1.18,0.91,0.01,10.67,553.70,6.99
"6230","尼得科超眾",54.32,246.53,180.63,139.79,33.14,3.12,116.98,5.31,68.73,4.21,1.01,5.68,12.23,108.10,5.15,7.10,21.80,71.95,11.93
"6235","華孚",45.61,136.68,121.81,88.15,14.29,3.46,105.49,4.10,89.02,1.72,0.74,6.20,11.18,18.45,7.77,1.83,26.10,27.49,14.23
"6239","力成",44.25,153.28,253.77,196.82,54.20,5.19,70.32,7.60,48.02,1.31,0.71,9.22,16.59,179.67,10.35,11.60,116.86,98.92,8.97
"6243","迅杰",31.89,4159.39,300.64,193.18,33.00,3.38,107.98,1.55,235.48,36.49,0.63,6.99,9.94,15.52,10.77,1.74,-19.12,-42.54,-14.21
"6257","矽格",48.41,174.51,277.21,261.11,21.90,4.79,76.20,37.96,9.61,1.02,0.50,9.93,18.89,96.91,18.80,6.68,139.45,91.46,11.69
"6269","台郡",45.91,170.32,162.03,130.56,114.72,5.47,66.72,6.62,55.13,2.50,0.85,7.52,13.91,133.57,8.79,10.83,83.10,90.88,30.16
"6271","同欣電",28.42,279.36,298.43,250.99,181.68,6.42,56.85,5.00,73.00,1.43,0.46,10.22,13.22,241.85,22.32,17.98,113.80,82.44,8.29
"6277","宏正",34.00,204.00,207.00,130.00,42.00,6.71,54.39,1.78,205.05,2.09,0.74,10.25,15.22,74.60,13.56,6.11,20.00,67.00,-3.49
"6278","台表科",64.42,199.00,133.61,117.27,30.38,3.33,109.60,10.65,34.27,5.37,1.24,7.60,22.84,188.62,5.92,13.82,35.52,117.60,28.64
"6281","全國電",68.51,1011.43,138.13,62.70,23.43,123.34,2.95,6.12,59.64,39.27,2.34,6.66,21.01,73.76,2.72,5.88,30.29,157.58,9.66
"6282","康舒",68.31,238.30,194.17,193.05,5.90,3.71,98.38,3.69,98.91,2.75,0.78,2.51,6.36,15.73,2.67,1.23,15.95,22.01,4.72
"6283","淳安",32.94,357.57,215.07,181.67,-13.36,2.83,128.97,6.92,52.74,3.34,0.58,-2.94,-4.59,-5.67,-5.33,-0.62,-6.59,-58.88,-2.22
"6285","啟碁",69.10,249.22,132.33,68.53,15.23,5.13,71.15,4.39,83.14,10.16,1.73,6.04,16.71,92.90,3.28,7.93,-8.62,5.51,-11.95
"6288","聯嘉",57.73,193.25,184.09,89.04,99.00,4.57,79.86,1.98,184.34,1.93,0.66,0.73,0.69,-0.02,0.43,0.09,3.14,18.37,-0.31
"6405","悅城",7.54,277.37,1297.21,1288.94,24.18,2.54,143.70,36.18,10.08,0.42,0.13,0.19,0.17,5.64,1.19,0.07,35.54,60.30,-2.24
"6409","旭隼",47.99,210.40,163.22,128.66,73.81,7.59,48.08,8.06,45.28,6.31,1.54,30.53,63.10,615.64,19.51,50.90,84.79,108.90,36.54
"6412","群電",53.70,224.92,137.83,87.46,38.84,3.56,102.52,4.20,86.90,7.58,1.43,11.61,27.27,102.77,7.91,8.22,34.06,71.54,15.40
"6414","樺漢",64.16,991.54,149.46,108.59,7.00,5.88,62.07,4.36,83.71,16.77,0.98,9.74,27.56,349.81,9.43,32.60,0.00,43.94,-4.71
"6415","矽力*-KY",10.72,1764.14,1016.07,789.78,5060.92,13.26,27.52,2.39,152.71,14.10,0.76,19.85,22.16,699.66,26.14,15.95,289.84,142.58,15.75
"6416","瑞祺電通",33.11,4223.39,275.60,104.30,99.11,5.90,61.86,1.47,248.29,55.70,0.97,8.92,13.37,78.63,9.08,5.85,24.71,28.83,7.32
"6423","億而得-創",15.92,2523.48,622.35,620.26,767.34,10.41,35.06,"NA","NA",14.43,0.60,19.14,22.49,30.35,31.80,2.72,187.83,429.00,22.20
"6426","統新",10.77,290.21,761.77,653.75,12685.47,4.39,83.14,3.07,118.89,1.14,0.43,6.33,6.93,29.02,14.35,2.33,257.26,95.38,10.01
"6431","光麗-KY",39.69,456.33,146.63,119.67,-4.93,2.94,124.14,3.42,106.72,1.95,0.29,-6.03,-10.08,-12.36,-20.85,-1.22,-3.39,-61.98,-1.04
"6438","迅得",53.32,272.93,177.13,102.93,58.75,4.64,78.66,2.21,165.15,4.85,0.82,9.64,18.99,124.24,11.56,9.41,2.00,41.85,-8.56
"6442","光聖",41.58,387.33,236.32,152.77,46.02,4.01,91.02,2.19,166.66,4.82,0.90,10.13,17.25,61.53,10.94,4.85,35.15,46.96,8.52
"6443","元晶",45.61,154.28,138.34,74.81,3.52,9.39,38.87,5.09,71.70,1.75,0.84,2.28,3.36,3.68,2.11,0.41,5.94,17.31,1.55
"6446","藥華藥",20.81,2348.12,524.44,473.70,-98.41,4.56,80.04,0.75,486.66,6.38,0.27,-12.63,-16.77,-60.90,-47.70,-4.84,"NA","NA","NA"
"6449","鈺邦",44.68,222.90,175.35,131.10,24.14,2.34,155.98,2.50,146.00,1.81,0.52,7.41,12.83,50.02,13.59,3.82,29.93,62.29,8.02
"6451","訊芯-KY",59.01,223.81,150.98,139.21,112.90,5.84,62.50,4.80,76.04,1.70,0.34,1.82,2.76,1.53,3.43,1.92,8.32,83.80,3.17
"6456","GIS-KY",62.91,265.26,162.55,127.55,1424.97,3.61,101.10,9.01,40.51,6.30,1.37,3.99,10.19,115.83,2.68,10.19,17.85,78.34,8.94
"6464","台數科",55.87,933.80,104.53,97.94,5.71,15.74,23.18,46.30,7.88,2.40,0.23,5.68,10.92,88.45,20.66,6.66,65.23,157.53,14.06
"6472","保瑞",77.42,159.25,116.63,95.30,17.92,3.04,120.06,5.30,68.86,1.84,0.70,9.82,36.24,243.09,13.26,18.52,19.15,44.05,12.78
"6477","安集",59.87,255.35,170.66,136.41,5.72,5.21,70.05,5.23,69.78,1.59,0.44,3.74,7.52,23.64,6.99,1.93,8.82,22.84,1.21
"6491","晶碩",32.17,141.34,162.64,136.20,97.06,9.21,39.63,5.26,69.39,1.27,0.70,17.22,25.77,259.61,24.45,22.03,83.86,87.43,14.01
"6504","南六",66.39,115.83,98.94,70.29,447.40,4.88,74.79,6.18,59.06,1.21,0.57,0.55,1.65,26.01,0.96,0.80,9.78,128.42,6.25
"6505","台塑化",24.77,379.39,382.90,228.18,30.72,15.25,23.93,10.46,34.89,8.89,1.93,3.37,4.24,17.81,1.70,1.51,-13.16,69.14,-6.32
"6515","穎崴",35.15,273.61,203.39,163.16,1431.52,4.12,88.59,5.00,73.00,4.80,1.06,22.85,33.21,398.86,21.48,32.22,54.56,90.43,16.02
"6525","捷敏-KY",37.18,168.95,164.70,153.46,347.41,5.64,64.71,13.99,26.09,1.95,0.77,13.73,21.96,87.97,17.82,7.21,79.78,88.76,10.31
"6526","達發",49.23,741.30,162.66,92.94,27886.62,8.84,41.28,2.11,172.98,19.06,1.11,17.22,29.46,258.03,15.41,19.90,34.86,50.40,-46.98
"6531","愛普*",6.34,13665.23,1553.42,1318.14,156105.29,6.82,53.51,1.65,221.21,62.89,0.57,21.62,24.66,303.21,38.11,12.09,234.15,112.01,5.44
"6533","晶心科",8.02,6814.61,1377.56,1356.14,22282.08,6.71,54.39,0.34,1073.52,18.75,0.18,6.84,7.29,75.76,38.20,7.03,223.71,87.94,13.02
"6534","正瀚-創",34.66,129.36,171.90,131.21,3465.84,14.75,24.74,2.14,170.56,0.68,0.46,15.39,24.43,58.28,32.45,4.79,149.50,116.95,19.67
"6541","泰福-KY",59.31,643.14,344.14,260.15,"NA","NA","NA","NA","NA","NA","NA",-39.28,-78.41,-62.05,"NA",-4.65,"NA","NA","NA"
"6550","北極星藥業-KY",5.91,689.85,3006.11,2944.78,10260.14,2.39,"NA","NA","NA",0.01,0.00,-13.40,-14.48,-15.60,-17866.64,-1.57,-410.27,-879.67,-11.85
"6552","易華電",48.48,181.88,160.45,137.40,5.68,5.92,61.65,8.96,40.73,0.94,0.43,1.86,2.80,11.49,3.47,0.88,71.04,93.10,5.65
"6558","興能高",30.35,235.79,376.19,277.41,-6.66,3.27,111.62,3.05,119.67,1.44,0.46,-2.10,-3.94,-9.19,-5.31,-0.65,15.99,38.59,2.35
"6573","虹揚-KY",58.07,125.89,90.09,63.55,-5.53,2.39,152.71,4.25,85.88,1.11,0.47,-7.78,-22.25,-29.24,-19.44,-2.59,16.15,42.80,6.49
"6579","研揚",17.89,1209.23,356.62,225.22,245.29,6.99,52.21,2.90,125.86,10.40,0.77,10.94,13.27,98.04,14.10,10.03,48.57,68.09,3.44
"6581","鋼聯",12.55,132.49,256.94,227.57,45588.83,18.61,19.61,8.54,42.74,0.80,0.56,21.07,24.24,109.77,37.31,8.84,199.67,89.98,10.76
"6582","申豐",8.08,237.09,540.93,483.86,973.16,8.26,44.18,3.67,99.45,0.67,0.22,2.30,2.63,27.29,10.28,1.65,-56.57,128.89,-18.21
"6585","鼎基",40.02,121.72,151.88,80.45,1613.86,7.75,47.09,2.65,137.73,0.86,0.55,5.95,9.88,43.19,10.19,4.00,34.11,59.58,2.35
"6591","動力-KY",41.02,208.75,258.33,218.14,32.77,2.79,130.82,3.29,110.94,1.79,0.61,8.62,13.87,99.05,13.62,6.90,81.13,51.82,16.74
"6592","和潤企業",87.12,493.53,106.97,103.86,3.08,"NA","NA","NA","NA",3.54,0.10,2.68,13.94,94.81,17.86,7.04,-19.89,0.00,-125.46
"6598","ABC-KY",32.69,869.21,1157.53,1035.78,-65.34,5.63,64.83,1.50,243.33,3.23,0.34,-16.36,-21.49,-22.59,-47.33,-2.26,166.47,-254.41,12.44
"6605","帝寶",54.10,179.59,164.73,102.00,9.30,5.63,64.83,1.90,192.10,1.22,0.52,6.17,11.84,144.37,10.54,10.86,45.87,211.20,11.11
